source,user_id,episodes,events
thoughttrace,user941,3,12
thoughttrace,user942,2,16
thoughttrace,user943,2,14
thoughttrace,user944,2,14
thoughttrace,user945,2,6
thoughttrace,user946,2,14
thoughttrace,user947,2,18
thoughttrace,user948,2,26
thoughttrace,user949,2,24
thoughttrace,user95,2,10
thoughttrace,user950,2,14
thoughttrace,user951,2,12
thoughttrace,user952,2,14
thoughttrace,user953,2,22
thoughttrace,user954,2,8
thoughttrace,user955,2,12
thoughttrace,user956,2,26
thoughttrace,user957,2,22
thoughttrace,user958,2,22
thoughttrace,user959,2,12
thoughttrace,user96,2,12
thoughttrace,user960,2,8
thoughttrace,user961,2,20
thoughttrace,user962,2,14
thoughttrace,user963,2,10
thoughttrace,user964,2,24
thoughttrace,user965,2,14
thoughttrace,user966,3,30
thoughttrace,user967,2,42
thoughttrace,user968,2,16
thoughttrace,user969,2,18
thoughttrace,user97,2,12
thoughttrace,user970,2,46
thoughttrace,user971,2,8
thoughttrace,user972,2,14
thoughttrace,user973,2,18
thoughttrace,user974,2,18
thoughttrace,user975,1,8
thoughttrace,user976,3,28
thoughttrace,user977,2,24
thoughttrace,user978,2,22
thoughttrace,user979,4,10
thoughttrace,user98,2,20
thoughttrace,user980,2,10
thoughttrace,user981,2,10
thoughttrace,user982,2,18
thoughttrace,user983,2,12
thoughttrace,user984,2,12
thoughttrace,user985,2,14
thoughttrace,user986,2,16
thoughttrace,user987,2,20
thoughttrace,user988,4,8
thoughttrace,user989,2,32
thoughttrace,user99,2,10
thoughttrace,user990,2,16
thoughttrace,user991,2,12
thoughttrace,user992,2,24
thoughttrace,user993,2,16
thoughttrace,user994,2,40
thoughttrace,user995,2,24
thoughttrace,user996,2,24
thoughttrace,user997,2,10
thoughttrace,user998,2,6
thoughttrace,user999,2,16
community_alignment,61571086213998,26,150
community_alignment,61571428663700,27,146
community_alignment,61571535067898,28,154
community_alignment,61571645173270,28,154
community_alignment,61571759696523,29,164
community_alignment,61572588880916,19,92
community_alignment,61572607540933,28,146
community_alignment,61572611921169,26,144
community_alignment,61572620411327,30,168
community_alignment,61572629921625,25,136
community_alignment,61572643031348,25,128
community_alignment,61572673361821,25,138
community_alignment,61572683111520,28,152
community_alignment,61572702917563,25,132
community_alignment,61572723287435,15,32
community_alignment,61572724157090,27,146
community_alignment,61572727877346,27,150
community_alignment,61572728411956,39,208
community_alignment,61572731112276,26,142
community_alignment,61572766786766,27,148
community_alignment,61572773292795,27,134
community_alignment,61572773866178,4,24
community_alignment,61572775512570,27,156
community_alignment,61572775543166,22,120
community_alignment,61572786436276,28,150
community_alignment,61572788022898,30,164
community_alignment,61572803443414,28,152
community_alignment,61572806113212,28,152
community_alignment,61572815085425,249,1538
community_alignment,61572817333773,25,132
community_alignment,61572830323521,24,122
community_alignment,61572836863942,31,166
community_alignment,61572854504279,26,140
community_alignment,61572871334638,31,176
community_alignment,61572882850263,30,162
community_alignment,61572892659615,29,164
community_alignment,61572893499743,26,138
community_alignment,61572894219651,27,150
community_alignment,61572894309691,26,144
community_alignment,61572896739506,22,118
community_alignment,61572897099580,21,96
community_alignment,61572905289253,29,156
community_alignment,61572907778982,28,156
community_alignment,61572910058877,27,146
community_alignment,61572911049040,7,38
community_alignment,61572912788486,29,160
community_alignment,61572914558646,29,158
community_alignment,61572924338324,31,172
community_alignment,61572930967924,28,134
community_alignment,61572931087920,32,180
community_alignment,61572939577297,28,144
community_alignment,61572939997623,44,246
community_alignment,61572943207332,26,146
community_alignment,61572945636998,30,164
community_alignment,61572946057675,29,160
community_alignment,61572949386705,2,8
community_alignment,61572954306907,30,166
community_alignment,61572954786814,21,108
community_alignment,61572964686191,25,132
community_alignment,61572965826051,25,132
community_alignment,61572976475726,24,134
community_alignment,61572980405370,41,196
community_alignment,61572985534941,23,134
community_alignment,61572986945032,22,124
community_alignment,61572987845124,11,74
community_alignment,61572990814920,28,130
community_alignment,61572991877824,28,152
community_alignment,61572994007723,30,168
community_alignment,61572995087805,35,186
community_alignment,61572995584458,21,116
community_alignment,61572997037834,30,160
community_alignment,61572999467476,55,310
community_alignment,61573001614545,2,12
community_alignment,61573003997283,24,132
community_alignment,61573007524060,30,158
community_alignment,61573009923799,29,160
community_alignment,61573011363724,26,142
community_alignment,61573012877681,27,146
community_alignment,61573015803295,111,572
community_alignment,61573016133369,29,158
community_alignment,61573018383344,31,168
community_alignment,61573021846202,28,150
community_alignment,61573022597906,28,148
community_alignment,61573022866409,24,124
community_alignment,61573023483077,27,148
community_alignment,61573024936314,20,102
community_alignment,61573025103065,4,16
community_alignment,61573026166194,27,152
community_alignment,61573026362927,2,8
community_alignment,61573029377619,21,118
community_alignment,61573029962728,22,44
community_alignment,61573033592817,84,432
community_alignment,61573036322799,25,144
community_alignment,61573036773006,25,128
community_alignment,61573040625137,29,158
community_alignment,61573040866594,27,148
community_alignment,61573041212282,28,156
community_alignment,61573042665508,26,136
community_alignment,61573043372523,26,140
community_alignment,61573044002499,27,148
community_alignment,61573044255129,25,138
community_alignment,61573044272015,28,144
community_alignment,61573045845052,1,4
community_alignment,61573049582066,30,160
community_alignment,61573050061893,32,176
community_alignment,61573050134709,26,142
community_alignment,61573051725192,14,52
community_alignment,61573053375071,29,162
community_alignment,61573054454503,30,162
community_alignment,61573059764597,19,102
community_alignment,61573060664322,4,16
community_alignment,61573062134347,31,170
community_alignment,61573068253886,26,134
community_alignment,61573071750653,26,146
community_alignment,61573072801000,29,148
community_alignment,61573074840596,28,148
community_alignment,61573077210264,27,142
community_alignment,61573079190124,23,126
community_alignment,61573081243092,28,156
community_alignment,61573082100143,23,118
community_alignment,61573082234749,28,156
community_alignment,61573088549702,31,172
community_alignment,61573089179589,27,146
community_alignment,61573090242830,18,94
community_alignment,61573091892807,30,168
community_alignment,61573096872644,9,52
community_alignment,61573098852520,92,470
community_alignment,61573098989704,29,162
community_alignment,61573101102368,29,164
community_alignment,61573103532085,1,4
community_alignment,61573104929262,34,190
community_alignment,61573108228452,27,148
community_alignment,61573108333376,21,110
community_alignment,61573111393018,30,166
community_alignment,61573112278516,29,156
community_alignment,61573112383233,26,138
community_alignment,61573114108669,28,152
community_alignment,61573116313116,19,106
community_alignment,61573116551721,25,128
community_alignment,61573117901512,28,146
community_alignment,61573119868261,19,108
community_alignment,61573121848000,93,556
community_alignment,61573123138096,32,164
community_alignment,61573126917814,15,82
community_alignment,61573127877600,1,8
community_alignment,61573128238099,30,160
community_alignment,61573129617310,27,148
community_alignment,61573131942114,25,138
community_alignment,61573132062403,25,134
community_alignment,61573134147587,30,160
community_alignment,61573135150612,17,34
community_alignment,61573135240533,28,148
community_alignment,61573135722026,2,12
community_alignment,61573139860340,27,144
community_alignment,61573141390378,38,198
community_alignment,61573143011510,25,132
community_alignment,61573143206908,28,154
community_alignment,61573144706564,15,76
community_alignment,61573149746621,22,116
community_alignment,61573150689906,13,72
community_alignment,61573151409659,18,88
community_alignment,61573153136488,29,146
community_alignment,61573157499430,27,144
community_alignment,61573160110760,28,152
community_alignment,61573160396182,29,142
community_alignment,61573161129574,21,100
community_alignment,61573163020742,40,220
community_alignment,61573163948929,28,150
community_alignment,61573164866365,1,4
community_alignment,61573166365827,29,164
community_alignment,61573167310365,19,38
community_alignment,61573167969034,28,152
community_alignment,61573168045832,27,152
community_alignment,61573175695316,24,134
community_alignment,61573181588473,29,158
community_alignment,61573181815163,11,54
community_alignment,61573182145121,23,128
community_alignment,61573182549450,23,122
community_alignment,61573183358303,27,144
community_alignment,61573185384919,23,114
community_alignment,61573191204630,23,122
community_alignment,61573191954824,27,152
community_alignment,61573194127645,26,136
community_alignment,61573196827185,44,214
community_alignment,61573197384523,25,134
community_alignment,61573198854543,29,154
community_alignment,61573204057105,24,126
community_alignment,61573205543869,28,156
community_alignment,61573205754045,27,150
community_alignment,61573206864084,28,146
community_alignment,61573207823837,32,176
community_alignment,61573212398163,26,140
community_alignment,61573212683548,28,150
community_alignment,61573212846972,29,162
community_alignment,61573216118266,21,98
community_alignment,61573216356608,28,156
community_alignment,61573217543255,28,154
community_alignment,61573218173433,31,166
community_alignment,61573218216442,6,32
community_alignment,61573219236268,4,14
community_alignment,61573221277776,27,154
community_alignment,61573221426285,27,150
community_alignment,61573230966143,29,156
community_alignment,61573238632843,28,156
community_alignment,61573246867422,27,140
community_alignment,61573250572741,31,168
community_alignment,61573259482479,28,154
community_alignment,61573286615490,28,146
community_alignment,61573291102125,26,134
community_alignment,61573294025385,21,114
community_alignment,61573296905353,29,162
community_alignment,61573297146648,22,108
community_alignment,61573306072107,27,138
community_alignment,61573326904800,26,140
community_alignment,61573334466336,21,114
community_alignment,61573358494546,30,164
community_alignment,61573361584445,100,484
community_alignment,61573376404449,26,146
community_alignment,61573376435892,34,184
community_alignment,61573380245557,28,158
community_alignment,61573382044188,51,238
community_alignment,61573382480931,29,160
community_alignment,61573384551006,30,166
community_alignment,61573386275336,29,162
community_alignment,61573389545206,25,142
community_alignment,61573394763409,26,150
community_alignment,61573395394803,30,166
community_alignment,61573397313375,28,152
community_alignment,61573399053277,23,122
community_alignment,61573401574373,25,128
community_alignment,61573402803084,29,160
community_alignment,61573411504187,26,134
community_alignment,61573420533626,30,162
community_alignment,61573421973727,27,148
community_alignment,61573423472399,24,136
community_alignment,61573425182192,25,140
community_alignment,61573432681814,28,148
community_alignment,61573432831868,25,136
community_alignment,61573433221729,24,128
community_alignment,61573436851390,27,140
community_alignment,61573437931596,25,142
community_alignment,61573445402717,26,146
community_alignment,61573450021139,30,162
community_alignment,61573450170903,18,96
community_alignment,61573455300594,30,158
community_alignment,61573456230509,28,154
community_alignment,61573457190528,27,138
community_alignment,61573457460786,26,140
community_alignment,61573466431893,25,130
community_alignment,61573471080048,29,158
community_alignment,61573482989719,27,148
community_alignment,61573489649730,28,154
community_alignment,61573496429300,28,148
community_alignment,61573499489519,24,128
community_alignment,61573501187041,27,136
community_alignment,61573503322985,28,146
community_alignment,61573503869339,11,72
community_alignment,61573504109295,1,8
community_alignment,61573504404587,22,120
community_alignment,61573504853111,55,298
community_alignment,61573506173288,28,146
community_alignment,61573508699440,28,154
community_alignment,61573509419161,25,136
community_alignment,61573516080607,26,132
community_alignment,61573519258936,26,138
community_alignment,61573523878226,25,136
community_alignment,61573528079981,29,158
community_alignment,61573528558180,28,150
community_alignment,61573535127953,24,134
community_alignment,61573535549602,26,132
community_alignment,61573536537887,25,130
community_alignment,61573536988081,22,114
community_alignment,61573537227813,60,308
community_alignment,61573539089036,28,154
community_alignment,61573540619004,27,146
community_alignment,61573540677615,72,442
community_alignment,61573543259106,28,152
community_alignment,61573544637558,22,122
community_alignment,61573545838807,23,130
community_alignment,61573549288635,24,122
community_alignment,61573551358407,23,130
community_alignment,61573552737149,29,150
community_alignment,61573552948536,26,140
community_alignment,61573560026602,32,164
community_alignment,61573560866595,27,142
community_alignment,61573561197818,28,150
community_alignment,61573562696534,27,144
community_alignment,61573564257978,27,152
community_alignment,61573566207733,71,384
community_alignment,61573568066335,27,142
community_alignment,61573569477537,16,78
community_alignment,61573569926200,29,156
community_alignment,61573577515864,29,158
community_alignment,61573578415761,25,126
community_alignment,61573579197036,7,40
community_alignment,61573579945781,24,132
community_alignment,61573581955402,30,166
community_alignment,61573584145193,29,158
community_alignment,61573584325587,46,256
community_alignment,61573587415133,25,136
community_alignment,61573588616749,28,156
community_alignment,61573590145100,28,148
community_alignment,61573593806567,22,100
community_alignment,61573594224561,8,38
community_alignment,61573596774794,27,144
community_alignment,61573597434647,27,144
community_alignment,61573598186103,31,168
community_alignment,61573600314562,23,132
community_alignment,61573600374605,30,162
community_alignment,61573601696076,20,116
community_alignment,61573604424378,3,12
community_alignment,61573619065225,27,142
community_alignment,61573620977018,27,150
community_alignment,61573623174956,27,148
community_alignment,61573623976958,24,134
community_alignment,61573624637189,24,138
community_alignment,61573638622824,25,128
community_alignment,61573639284043,28,154
community_alignment,61573639576797,25,138
community_alignment,61573643991690,28,56
community_alignment,61573645455245,27,144
community_alignment,61573657275638,28,148
community_alignment,61573657822094,23,124
community_alignment,61573666185135,28,146
community_alignment,61573677201218,25,134
community_alignment,61573678732836,27,56
community_alignment,61573680682759,31,172
community_alignment,61573682391107,27,150
community_alignment,61573684430927,29,156
community_alignment,61573686134471,27,138
community_alignment,61573689080850,6,38
community_alignment,61573693491518,14,64
community_alignment,61573697084008,30,166
community_alignment,61573712511017,39,192
community_alignment,61573715443354,25,134
community_alignment,61573725732921,23,134
community_alignment,61573733412627,26,130
community_alignment,61573733892332,30,160
community_alignment,61573754471228,23,122
community_alignment,61573765840632,17,90
community_alignment,61573772530162,28,146
community_alignment,61573794759369,3,12
community_alignment,61573815667956,24,132
community_alignment,61573817167860,26,146
community_alignment,61573827278089,25,134
community_alignment,61573849896345,24,128
community_alignment,61573850384791,25,140
community_alignment,61573876354741,27,150
community_alignment,61573898073852,23,134
community_alignment,61573902003588,25,136
community_alignment,61573912293182,26,148
community_alignment,61573913763035,19,102
community_alignment,61573921443182,29,164
community_alignment,61573929602122,25,136
community_alignment,61573930771989,26,138
community_alignment,61573931822972,28,146
community_alignment,61573941970022,26,140
community_alignment,61573950781191,23,128
community_alignment,61573964580457,24,128
community_alignment,61573966770908,11,64
community_alignment,61573991159649,27,152
community_alignment,61574002618292,32,176
community_alignment,61574016357743,25,136
community_alignment,61574024547460,22,114
community_alignment,61574047196829,26,146
community_alignment,61574051276067,24,130
community_alignment,61574052716001,22,90
community_alignment,61574053119016,18,108
community_alignment,61574069335708,28,152
community_alignment,61574071554987,35,178
community_alignment,61574074315502,27,140
community_alignment,61574075455618,26,134
community_alignment,61574078395311,25,138
community_alignment,61574082594447,23,130
community_alignment,61574083374955,6,38
community_alignment,61574083854222,29,154
community_alignment,61574087694242,28,144
community_alignment,61574089824069,25,142
community_alignment,61574100204041,27,148
community_alignment,61574121743134,22,116
community_alignment,61574128582078,28,154
community_alignment,61574131042566,26,144
community_alignment,61574133694746,36,202
community_alignment,61574134851681,28,154
community_alignment,61574145531188,24,136
community_alignment,61574154680750,15,66
community_alignment,61574526892093,29,164
community_alignment,61574638517874,17,108
community_alignment,61574638637795,32,172
community_alignment,61574645717602,3,18
community_alignment,61574646287639,19,88
community_alignment,61574647307311,2,16
community_alignment,61574647397560,28,150
community_alignment,61574651897378,29,162
community_alignment,61574652767188,26,140
community_alignment,61574663446781,25,142
community_alignment,61574663866130,13,60
community_alignment,61574668876113,5,10
community_alignment,61574671366073,7,28
community_alignment,61574671996116,1,6
community_alignment,61574673286186,7,54
community_alignment,61574673706107,28,148
community_alignment,61574674005988,27,154
community_alignment,61574675836237,14,62
community_alignment,61574679645828,30,166
community_alignment,61574680215788,28,56
community_alignment,61574683665690,7,36
community_alignment,61574685795214,12,24
community_alignment,61574688555170,25,138
community_alignment,61574689937883,31,164
community_alignment,61574691045068,17,92
community_alignment,61574691255198,28,150
community_alignment,61574691677772,8,50
community_alignment,61574691705220,26,142
community_alignment,61574695874868,15,68
community_alignment,61574696837820,6,34
community_alignment,61574697317538,1,8
community_alignment,61574698277658,27,152
community_alignment,61574699474640,26,140
community_alignment,61574708867579,31,170
community_alignment,61574709194793,5,36
community_alignment,61574709227973,26,142
community_alignment,61574709377155,29,158
community_alignment,61574710427546,51,272
community_alignment,61574710487320,22,120
community_alignment,61574711024379,16,100
community_alignment,61574712167927,30,160
community_alignment,61574713064341,29,160
community_alignment,61574713663955,43,224
community_alignment,61574713698005,3,6
community_alignment,61574714597809,26,132
community_alignment,61574714834557,12,68
community_alignment,61574715014007,2,12
community_alignment,61574715494235,23,132
community_alignment,61574715914295,9,36
community_alignment,61574715977919,33,212
community_alignment,61574716667968,26,134
community_alignment,61574716877116,26,142
community_alignment,61574717327660,28,92
community_alignment,61574717894352,15,72
community_alignment,61574718794139,6,48
community_alignment,61574718977998,3,24
community_alignment,61574719394258,20,108
community_alignment,61574719937749,2,6
community_alignment,61574720774023,29,162
community_alignment,61574720836998,1,2
community_alignment,61574721496879,2,4
community_alignment,61574722303813,31,164
community_alignment,61574722963735,27,154
community_alignment,61574723117491,17,94
community_alignment,61574723297680,28,158
community_alignment,61574724694065,2,10
community_alignment,61574724737317,30,162
community_alignment,61574724887390,22,126
community_alignment,61574724947307,23,132
community_alignment,61574725486505,29,162
community_alignment,61574726476500,28,150
community_alignment,61574727227287,61,306
community_alignment,61574727287239,3,24
community_alignment,61574727556591,16,80
community_alignment,61574727767195,26,144
community_alignment,61574728307426,27,148
community_alignment,61574728486539,26,144
community_alignment,61574728786524,19,38
community_alignment,61574729597565,1,8
community_alignment,61574730076215,28,150
community_alignment,61574730557113,24,126
community_alignment,61574730673607,64,288
community_alignment,61574731753300,13,56
community_alignment,61574732863301,28,148
community_alignment,61574733253298,1,4
community_alignment,61574733616962,3,12
community_alignment,61574733766948,27,146
community_alignment,61574733946017,21,116
community_alignment,61574734366074,6,34
community_alignment,61574734876790,24,128
community_alignment,61574735236203,3,16
community_alignment,61574736013050,8,44
community_alignment,61574737216943,24,126
community_alignment,61574737663085,21,116
community_alignment,61574738293203,17,86
community_alignment,61574738537928,26,136
community_alignment,61574739676017,37,208
community_alignment,61574744595777,23,126
community_alignment,61574744746717,3,24
community_alignment,61574746156276,17,34
community_alignment,61574747655692,11,44
community_alignment,61574749516599,16,50
community_alignment,61574749756596,27,140
community_alignment,61574749786537,27,154
community_alignment,61574750145593,24,118
community_alignment,61574751465729,17,98
community_alignment,61574752002783,31,176
community_alignment,61574752065681,21,110
community_alignment,61574752273127,36,200
community_alignment,61574753417725,21,62
community_alignment,61574754285907,32,168
community_alignment,61574754916100,30,136
community_alignment,61574755186419,10,40
community_alignment,61574756147526,21,114
community_alignment,61574756175343,13,26
community_alignment,61574756837546,13,26
community_alignment,61574756985933,4,18
community_alignment,61574757192455,26,142
community_alignment,61574757195996,16,98
community_alignment,61574758032506,35,192
community_alignment,61574759116162,6,24
community_alignment,61574759507518,11,22
community_alignment,61574759775784,15,66
community_alignment,61574760312216,27,142
community_alignment,61574760582067,26,142
community_alignment,61574761245232,29,158
community_alignment,61574761452174,36,154
community_alignment,61574761572305,27,152
community_alignment,61574761845458,28,154
community_alignment,61574763015832,26,136
community_alignment,61574764455076,25,140
community_alignment,61574764605724,24,124
community_alignment,61574764996945,21,112
community_alignment,61574765504912,2,8
community_alignment,61574766821949,30,168
community_alignment,61574767872008,27,150
community_alignment,61574768265684,35,192
community_alignment,61574768291978,5,38
community_alignment,61574768956950,29,160
community_alignment,61574769614945,18,96
community_alignment,61574769976794,20,88
community_alignment,61574770391897,30,172
community_alignment,61574770785493,20,128
community_alignment,61574771265471,31,174
community_alignment,61574771655226,20,104
community_alignment,61574772255183,31,172
community_alignment,61574772375215,29,156
community_alignment,61574773815444,35,196
community_alignment,61574773905204,22,92
community_alignment,61574774205222,23,126
community_alignment,61574774474598,7,38
community_alignment,61574774501694,23,116
community_alignment,61574775255311,4,32
community_alignment,61574775281781,29,156
community_alignment,61574775285340,26,144
community_alignment,61574775586737,18,100
community_alignment,61574775824444,24,130
community_alignment,61574775825212,20,112
community_alignment,61574776031679,2,10
community_alignment,61574776454928,29,150
community_alignment,61574776511642,26,136
community_alignment,61574776634820,6,20
community_alignment,61574777985171,41,204
community_alignment,61574779274978,62,298
community_alignment,61574779424322,24,128
community_alignment,61574779544083,17,94
community_alignment,61574779755000,28,160
community_alignment,61574780144844,31,172
community_alignment,61574780864094,26,58
community_alignment,61574781164604,2,10
community_alignment,61574781734933,27,140
community_alignment,61574782514001,29,158
community_alignment,61574783294621,30,160
community_alignment,61574784614138,17,86
community_alignment,61574784704159,27,140
community_alignment,61574784854788,20,106
community_alignment,61574785423820,29,156
community_alignment,61574785483945,24,128
community_alignment,61574785511174,27,148
community_alignment,61574785574733,29,162
community_alignment,61574785663807,29,148
community_alignment,61574785991066,31,176
community_alignment,61574786411172,28,150
community_alignment,61574786775997,29,154
community_alignment,61574786863896,28,156
community_alignment,61574787194317,27,136
community_alignment,61574787224668,10,44
community_alignment,61574787341036,28,156
community_alignment,61574787645954,26,146
community_alignment,61574787854878,12,60
community_alignment,61574788001360,18,98
community_alignment,61574788035043,16,68
community_alignment,61574788510914,6,44
community_alignment,61574789140859,8,44
community_alignment,61574791065312,6,28
community_alignment,61574791274667,25,146
community_alignment,61574791274699,2,8
community_alignment,61574791305958,8,40
community_alignment,61574791514348,26,144
community_alignment,61574792174421,12,76
community_alignment,61574793433849,29,158
community_alignment,61574793554229,28,156
community_alignment,61574793760589,5,14
community_alignment,61574793914100,28,160
community_alignment,61574794094170,11,44
community_alignment,61574794544279,27,146
community_alignment,61574795804001,20,94
community_alignment,61574795980625,27,150
community_alignment,61574796285279,19,80
community_alignment,61574796344244,23,126
community_alignment,61574796794269,26,140
community_alignment,61574797064038,18,116
community_alignment,61574797090550,1,4
community_alignment,61574797244085,4,24
community_alignment,61574798083899,25,138
community_alignment,61574798204257,29,162
community_alignment,61574798593973,12,92
community_alignment,61574798804240,30,152
community_alignment,61574798865283,24,132
community_alignment,61574798953280,4,8
community_alignment,61574799343860,12,24
community_alignment,61574800573862,4,30
community_alignment,61574801265187,26,142
community_alignment,61574801413926,26,148
community_alignment,61574801715376,54,284
community_alignment,61574801923917,23,126
community_alignment,61574802162827,28,160
community_alignment,61574802793931,18,94
community_alignment,61574804293779,23,128
community_alignment,61574805613763,7,36
community_alignment,61574806123823,3,20
community_alignment,61574806573141,23,138
community_alignment,61574806809674,21,112
community_alignment,61574807892520,11,70
community_alignment,61574808193570,2,8
community_alignment,61574810564565,22,116
community_alignment,61574810863039,24,130
community_alignment,61574810952235,29,150
community_alignment,61574810979559,28,152
community_alignment,61574811219699,56,318
community_alignment,61574811489884,31,170
community_alignment,61574811733365,2,12
community_alignment,61574812184858,15,84
community_alignment,61574812569668,15,94
community_alignment,61574812843464,23,110
community_alignment,61574813263384,30,162
community_alignment,61574813383123,55,284
community_alignment,61574814822672,54,306
community_alignment,61574815482213,29,162
community_alignment,61574815842320,16,84
community_alignment,61574815989520,22,120
community_alignment,61574816352433,28,150
community_alignment,61574816503147,27,146
community_alignment,61574816892552,23,126
community_alignment,61574817372804,23,130
community_alignment,61574817464063,33,182
community_alignment,61574817494524,24,128
community_alignment,61574817674499,33,158
community_alignment,61574818422918,3,12
community_alignment,61574819052961,26,132
community_alignment,61574819382149,24,126
community_alignment,61574819532188,28,156
community_alignment,61574820492941,27,152
community_alignment,61574820912289,24,128
community_alignment,61574820972362,33,162
community_alignment,61574821092842,29,148
community_alignment,61574821569203,29,160
community_alignment,61574821782730,22,112
community_alignment,61574821811900,60,338
community_alignment,61574821932712,15,80
community_alignment,61574821932736,32,176
community_alignment,61574821934016,9,56
community_alignment,61574822052874,26,130
community_alignment,61574822349643,27,144
community_alignment,61574822682989,27,150
community_alignment,61574823402084,25,50
community_alignment,61574824212849,15,30
community_alignment,61574824811782,30,166
community_alignment,61574826673491,28,148
community_alignment,61574828049137,2,8
community_alignment,61574828293698,25,108
community_alignment,61574828802630,21,104
community_alignment,61574828922126,12,54
community_alignment,61574829698864,29,160
community_alignment,61574830932348,26,146
community_alignment,61574831112197,6,42
community_alignment,61574831318714,28,154
community_alignment,61574831382328,36,202
community_alignment,61574831978505,30,164
community_alignment,61574832038597,10,38
community_alignment,61574832578684,26,148
community_alignment,61574832908862,27,148
community_alignment,61574833902251,30,164
community_alignment,61574833932186,17,94
community_alignment,61574834232276,1,2
community_alignment,61574834441667,28,158
community_alignment,61574834743412,37,74
community_alignment,61574835341215,37,180
community_alignment,61574835491851,29,156
community_alignment,61574835581368,1,4
community_alignment,61574837653380,8,44
community_alignment,61574837711195,26,140
community_alignment,61574838672120,20,120
community_alignment,61574839002069,19,76
community_alignment,61574839903015,14,66
community_alignment,61574840202077,23,132
community_alignment,61574840801931,52,288
community_alignment,61574841068020,21,114
community_alignment,61574842453119,52,282
community_alignment,61574842718165,28,152
community_alignment,61574842748293,8,32
community_alignment,61574843291704,16,88
community_alignment,61574844431621,25,130
community_alignment,61574844700938,27,144
community_alignment,61574844701705,17,90
community_alignment,61574844702985,39,212
community_alignment,61574844818294,2,8
community_alignment,61574845121589,12,46
community_alignment,61574845148248,24,102
community_alignment,61574845181237,17,90
community_alignment,61574845421715,29,154
community_alignment,61574845720886,4,24
community_alignment,61574845812864,18,100
community_alignment,61574845871548,25,142
community_alignment,61574846917976,30,166
community_alignment,61574847821385,27,142
community_alignment,61574848360778,25,134
community_alignment,61574848721366,1,4
community_alignment,61574849077868,85,442
community_alignment,61574849407716,34,182
community_alignment,61574850341077,10,48
community_alignment,61574851031497,23,126
community_alignment,61574851057580,30,158
community_alignment,61574852047631,6,34
community_alignment,61574853131282,23,96
community_alignment,61574853522414,27,148
community_alignment,61574853997569,93,186
community_alignment,61574854241050,29,154
community_alignment,61574855051268,22,124
community_alignment,61574855347399,3,22
community_alignment,61574855530567,21,118
community_alignment,61574855621301,27,142
community_alignment,61574855827469,6,32
community_alignment,61574856367645,1,8
community_alignment,61574857390663,31,156
community_alignment,61574857450977,29,160
community_alignment,61574857987392,3,8
community_alignment,61574858352338,31,62
community_alignment,61574859160574,7,42
community_alignment,61574859160576,39,222
community_alignment,61574860840587,31,168
community_alignment,61574860900970,10,64
community_alignment,61574861412012,30,162
community_alignment,61574861712206,10,66
community_alignment,61574861890951,6,24
community_alignment,61574862217223,26,138
community_alignment,61574863180647,20,104
community_alignment,61574863692089,21,114
community_alignment,61574863810860,8,44
community_alignment,61574863962100,32,154
community_alignment,61574864499916,18,98
community_alignment,61574864946828,29,166
community_alignment,61574865220091,189,1226
community_alignment,61574865520445,30,166
community_alignment,61574865641861,24,136
community_alignment,61574866212142,54,296
community_alignment,61574866931821,17,78
community_alignment,61574870231406,30,164
community_alignment,61574870709711,30,168
community_alignment,61574870950012,14,72
community_alignment,61574871850190,8,16
community_alignment,61574871970308,23,130
community_alignment,61574872450233,25,136
community_alignment,61574872566415,13,26
community_alignment,61574873230179,22,130
community_alignment,61574873290287,34,70
community_alignment,61574873830469,14,76
community_alignment,61574874069972,29,158
community_alignment,61574874549995,1,2
community_alignment,61574874640168,2,10
community_alignment,61574874791318,20,110
community_alignment,61574874880039,24,48
community_alignment,61574875659187,26,140
community_alignment,61574878026509,1,8
community_alignment,61574878089192,36,190
community_alignment,61574879046050,15,72
community_alignment,61574879646085,31,62
community_alignment,61574880039090,29,158
community_alignment,61574881596040,1,2
community_alignment,61574883069816,23,118
community_alignment,61574884506218,12,48
community_alignment,61574884719731,29,154
community_alignment,61574884750735,3,12
community_alignment,61574884989863,14,66
community_alignment,61574885619731,2,16
community_alignment,61574885769787,10,46
community_alignment,61574885771005,27,150
community_alignment,61574888769613,5,28
community_alignment,61574889549209,31,164
community_alignment,61574889725701,53,290
community_alignment,61574890600589,4,16
community_alignment,61574890779488,21,92
community_alignment,61574891529296,21,42
community_alignment,61574891585571,17,78
community_alignment,61574892248987,31,166
community_alignment,61574892429125,30,156
community_alignment,61574893088361,4,18
community_alignment,61574893270334,29,164
community_alignment,61574893839306,38,220
community_alignment,61574893990061,27,152
community_alignment,61574894075463,30,162
community_alignment,61574894079154,23,128
community_alignment,61574894465658,13,60
community_alignment,61574894859022,10,72
community_alignment,61574896539027,27,148
community_alignment,61574896568851,28,156
community_alignment,61574898248805,30,160
community_alignment,61574898638788,12,24
community_alignment,61574899088980,32,84
community_alignment,61574899477087,18,36
community_alignment,61574900650042,14,64
community_alignment,61574900918548,29,132
community_alignment,61574901935438,29,144
community_alignment,61574902358586,24,130
community_alignment,61574902538611,8,16
community_alignment,61574903135277,28,154
community_alignment,61574904009699,25,132
community_alignment,61574905325036,10,48
community_alignment,61574905567721,29,156
community_alignment,61574905929896,30,66
community_alignment,61574905989922,30,158
community_alignment,61574906948470,42,208
