user_id,language,split
61575145576107,hi,train
61574927523813,hi,train
61575114197509,hi,train
61575221052035,hi,train
61575619799184,hi,train
61575463414519,hi,train
61575784911443,hi,train
61575088512942,hi,train
61575685765856,hi,train
61575154509778,hi,train
61575786231324,hi,train
61575635229721,hi,train
61575555145714,hi,train
61575207187220,hi,train
61575224796183,hi,train
61575112367614,hi,train
61575251950915,hi,train
61575556914293,hi,train
61575793790937,hi,train
61575181718394,hi,train
61574875659187,hi,train
61575227644589,hi,train
61575527427067,hi,train
61575670886568,hi,train
61575202535455,hi,train
61575293614198,hi,train
61574864946828,hi,train
61575002477902,hi,train
61575792591030,hi,train
61575664880939,hi,train
61575039255404,hi,train
61575593550063,hi,train
61575480928585,hi,train
61575679597396,hi,train
61575634312550,hi,train
61575061077037,hi,train
61575636999621,hi,train
61575309277787,hi,train
61575137440397,hi,train
61575165795094,hi,train
61575484228667,hi,train
61575809660218,hi,train
61575142102852,hi,train
61575544862178,hi,train
61575650931635,hi,train
61575712524277,hi,train
61575043801409,hi,train
61575191863415,hi,train
61575005447655,hi,train
61575042373949,hi,train
61575264034178,hi,train
61575131350840,hi,train
61575649491662,hi,train
61575509307728,hi,train
61575341466231,hi,train
61575633442519,hi,train
61574821092842,hi,train
61575338790653,hi,train
61575208237020,hi,train
61575205357133,hi,train
61575689245677,hi,train
61575021496566,hi,train
61575100457947,hi,train
61575179204422,hi,train
61575622703059,hi,train
61575087508942,hi,train
61575161469537,hi,train
61575140785755,hi,train
61575247240959,hi,train
61574923117609,hi,train
61575570054989,hi,train
61575293612857,hi,train
61575798722032,hi,train
61575730553308,hi,train
61575683150027,hi,train
61575593514192,hi,train
61575289868659,hi,train
61575051315179,hi,train
61575171008851,hi,train
61575134320519,hi,train
61575499054322,hi,train
61575095592770,hi,train
61575243183575,hi,train
61574943786684,hi,train
61575148425849,hi,train
61574716877116,hi,train
61575184464216,hi,train
61575521817077,hi,train
61575045237644,hi,train
61575467734757,hi,train
61575821610647,hi,train
61575530695320,hi,train
61575236285568,hi,train
61575616199388,hi,train
61574996507842,hi,train
61575168338780,hi,train
61575054840889,hi,train
61575148630149,hi,train
61575625613003,hi,train
61575696805191,hi,train
61575852749289,hi,train
61575205147180,hi,train
61574999537806,hi,train
61575464608892,hi,train
61575331980945,hi,train
61575633562577,hi,train
61575134096229,hi,train
61575759112312,hi,train
61575155199593,hi,train
61575015706813,hi,train
61575721793931,hi,train
61575133420619,hi,train
61572930967924,hi,train
61575183853947,hi,train
61575202747259,hi,train
61575293438641,hi,train
61573050134709,hi,train
61575304682136,hi,train
61575646821903,hi,train
61575192817795,hi,train
61575114161642,hi,train
61575056760708,hi,train
61575791751165,hi,train
61574710427546,hi,train
61573455300594,hi,train
61575030406021,hi,train
61574936137013,hi,train
61575397109457,hi,train
61575332580750,hi,train
61575642477991,hi,train
61575517154714,hi,train
61575507513709,hi,train
61575292208468,hi,train
61575134170861,hi,val
61575213636737,hi,val
61574992560566,hi,val
61575308947711,hi,val
61574905929896,hi,val
61575245285321,hi,val
61575178538545,hi,val
61575253840617,hi,val
61575193753567,hi,val
61575236435207,hi,val
61575341550292,hi,val
61575318811347,hi,val
61575397169754,hi,val
61575322057042,hi,val
61575579420329,hi,val
61575552835868,hi,val
61575063781469,hi,val
61575806960249,hi,val
61575754102760,hi,val
61574768265684,hi,val
61575206886818,hi,val
61575352950188,hi,val
61575676466212,hi,val
61575370919761,hi,val
61575736174665,hi,val
61574986877886,hi,val
61575313441528,hi,val
61575660381242,hi,val
61575262720315,hi,val
61574893839306,hi,val
61575666020765,hi,val
61575119501527,hi,val
61575621419066,hi,val
61575631462624,hi,val
61575844709659,hi,val
61575053100909,hi,val
61575346320362,hi,val
61574806573141,hi,val
61574761452174,hi,val
61575280143316,hi,val
61575572010654,hi,val
61575491668497,hi,val
61575108132151,hi,val
61575498628260,hi,val
61575676796256,hi,val
61575215922342,hi,val
61574999417406,hi,val
61575651233044,hi,val
61573535127953,hi,val
61575689515548,hi,val
61575692065409,hi,val
61575953244525,hi,test
61575674126417,hi,test
61576073780317,hi,test
61573217543255,hi,test
61575257740412,hi,test
61575243441350,hi,test
61575380549834,hi,test
61575044985283,hi,test
61575116351597,hi,test
61575221286306,hi,test
61575614841893,hi,test
61575562855407,hi,test
61575236645717,hi,test
61574788035043,hi,test
61575956484127,hi,test
61575770523168,hi,test
61575152979706,hi,test
61575940674829,hi,test
61575463714708,hi,test
61575221512411,hi,test
61575112067630,hi,test
61575001534754,hi,test
61575600087094,hi,test
61575259270245,hi,test
61575647991754,hi,test
61575203023035,hi,test
61575661611123,hi,test
61575719364055,hi,test
61575872908128,hi,test
61575609593809,hi,test
61575606443963,hi,test
61575123077172,hi,test
61575025306519,hi,test
61575024946334,hi,test
61575355296120,hi,test
61575098742695,hi,test
61575691416622,hi,test
61574980024843,hi,test
61575207162938,hi,test
61575281169106,hi,test
61575494398591,hi,test
61573044255129,hi,test
61575689695617,hi,test
61575716964202,hi,test
61575205783063,hi,test
61575152050067,hi,test
61575338256889,hi,test
61575347826373,hi,test
61575569215048,hi,test
61575258724354,hi,test
61575198623528,hi,test
61573765840632,it,train
61575050491098,it,train
61574990104175,it,train
61574853131282,it,train
61575690336408,it,train
61575019682654,it,train
61575809810275,it,train
61575056492109,it,train
61573132062403,it,train
61574047196829,it,train
61573016133369,it,train
61574865641861,it,train
61575147566126,it,train
61575115558862,it,train
61575198313376,it,train
61575829405493,it,train
61575199633160,it,train
61575173834792,it,train
61575072331376,it,train
61575609186023,it,train
61575131806640,it,train
61573040866594,it,train
61575165865356,it,train
61574089824069,it,train
61575145756092,it,train
61575264680237,it,train
61574787194317,it,train
61575117357728,it,train
61574074315502,it,train
61574786775997,it,train
61575152395919,it,train
61575006754716,it,train
61574794544279,it,train
61574769976794,it,train
61574024547460,it,train
61575442115008,it,train
61574804293779,it,train
61575802520533,it,train
61575242331382,it,train
61575191993854,it,train
61573593806567,it,train
61575587711344,it,train
61575529022791,it,train
61575649047722,it,train
61573619065225,it,train
61574100204041,it,train
61575250222252,it,train
61575163345362,it,train
61575305648078,it,train
61575134907982,it,train
61574936797110,it,train
61575274509620,it,train
61575319057259,it,train
61575001774953,it,train
61575180414410,it,train
61575269031229,it,train
61574753417725,it,train
61575573720690,it,train
61574002618292,it,train
61575033991993,it,train
61575787611385,it,train
61574016357743,it,train
61571759696523,it,train
61575133126653,it,train
61574075455618,it,train
61573191204630,it,train
61576056530279,it,train
61573212398163,it,train
61575047221353,it,train
61574874791318,it,train
61575516309944,it,train
61575751593811,it,train
61575689995509,it,train
61575603027841,it,train
61573991159649,it,train
61573569477537,it,train
61573216118266,it,train
61575003934835,it,train
61575391235416,it,train
61575052742145,it,train
61573930771989,it,train
61575249017115,it,train
61575131747244,it,train
61573620977018,it,train
61573411504187,it,train
61574817674499,it,train
61574770785493,it,train
61573657275638,it,train
61575642687931,it,train
61574871970308,it,train
61575434554956,it,train
61573131942114,it,train
61575172016084,it,train
61574844701705,it,train
61575807980348,it,train
61574863692089,it,train
61573902003588,it,train
61574723117491,it,train
61575101398513,it,train
61575082649503,it,train
61575828955706,it,train
61575689365656,it,train
61575280113437,it,train
61575274269379,it,train
61575730823474,it,train
61575460005891,it,train
61575011283063,it,train
61573772530162,it,train
61575153045795,it,train
61573114108669,it,train
61573645455245,it,train
61574816503147,it,train
61575061680510,it,train
61575036301861,it,train
61575259760425,it,train
61574756147526,it,train
61571086213998,it,train
61575128697169,it,train
61575562147700,it,train
61575179444503,it,train
61575692226475,it,train
61574942256705,it,train
61575183774467,it,train
61575131086927,it,train
61573686134471,it,train
61575629889393,it,train
61575003453521,it,train
61575193033802,it,train
61575631468636,it,train
61574824212849,it,train
61575659187155,it,train
61574069335708,it,train
61575709404481,it,train
61574977145144,it,train
61575200813439,it,train
61574822052874,it,train
61575014612951,it,train
61575765602949,it,train
61574990494310,it,train
61574737216943,it,train
61575152565446,it,train
61573564257978,it,train
61575207653082,it,train
61573912293182,it,train
61573380245557,it,train
61574813263384,it,train
61574928307197,it,train
61573898073852,it,train
61574892429125,it,train
61575657477255,it,train
61575179154623,it,train
61575089190494,it,train
61575263480275,it,train
61575550148274,it,train
61574936286895,it,train
61573501187041,it,train
61574957285889,it,train
61575700975022,it,train
61575165654493,it,train
61575737494217,it,train
61573182549450,it,train
61574819052961,it,train
61574775586737,it,train
61575220452128,it,train
61573029377619,it,train
61575139527917,it,train
61573376435892,it,train
61575051032223,it,train
61575443764902,it,train
61575177944341,it,train
61575043892770,it,train
61575079829677,it,train
61574835491851,it,train
61574121743134,it,train
61573160110760,it,train
61575814130033,it,train
61574943905607,it,train
61575554348076,it,train
61574870231406,it,train
61573108333376,it,train
61574971534226,it,train
61571535067898,it,train
61574820912289,it,train
61573850384791,it,train
61575214282867,it,train
61575034022089,it,train
61575253341968,it,train
61575850974558,it,train
61575005164655,it,train
61573931822972,it,train
61575531302775,it,train
61573561197818,it,train
61575051841154,it,train
61575292058797,it,train
61573624637189,it,train
61575147357302,it,train
61573246867422,it,train
61574928787493,it,train
61574083854222,it,train
61574145531188,it,train
61571645173270,it,train
61573082234749,it,train
61575209724467,it,train
61575382295615,it,train
61575243311101,it,train
61575104893354,it,train
61573921443182,it,train
61575458614770,it,train
61575731069908,it,train
61575631599627,it,train
61575188455354,it,train
61575706164902,it,train
61575175844377,it,train
61575555492593,it,train
61573733892332,it,train
61574134851681,it,train
61574865520445,it,train
61575128956704,it,train
61575723210299,it,train
61575475324424,it,train
61575144747663,it,train
61575652808289,it,train
61575500764165,it,train
61575040080892,it,train
61571428663700,it,train
61574759775784,it,train
61575227652155,it,train
61574861412012,it,train
61575350580359,it,train
61575217242530,it,train
61575779301775,it,train
61574853522414,it,train
61575038341824,it,train
61575153357056,it,train
61575642154332,it,train
61575115079212,it,train
61575491764448,it,train
61575738713155,it,train
61575810506515,it,train
61574873830469,it,train
61573849896345,it,train
61575203154702,it,train
61573929602122,it,train
61575252340775,it,train
61575237281286,it,train
61575849144462,it,train
61575653247545,it,train
61573964580457,it,train
61573827278089,it,train
61574812184858,it,train
61574052716001,it,train
61574764455076,it,train
61575864418422,it,train
61575545911944,it,train
61575829680247,it,train
61575254242039,it,train
61575726833751,it,train
61575181034422,it,train
61574779274978,it,train
61575285909107,it,train
61575227382038,it,train
61574973994241,it,train
61574914657931,it,train
61575262461413,it,train
61574979245998,it,train
61574078395311,it,train
61575109818001,it,train
61573022597906,it,train
61573528079981,it,train
61573540619004,it,train
61575504734904,it,train
61574959175073,it,train
61574987285584,it,train
61573466431893,it,train
61575130078431,it,train
61575460061250,it,train
61575223032287,it,train
61573623976958,it,train
61575003543784,it,train
61575803360565,it,val
61574724947307,it,val
61575220913669,it,val
61575746819395,it,val
61574793554229,it,val
61573815667956,it,val
61575294698428,it,val
61573941970022,it,val
61573116313116,it,val
61573601696076,it,val
61575128936954,it,val
61574984884502,it,val
61575129328475,it,val
61573297146648,it,val
61575139726547,it,val
61574131042566,it,val
61574082594447,it,val
61573715443354,it,val
61573733412627,it,val
61575626548762,it,val
61575085619309,it,val
61575249411018,it,val
61575626818886,it,val
61575780231673,it,val
61575266409821,it,val
61575265701333,it,val
61574989954106,it,val
61575796370877,it,val
61574787645954,it,val
61573545838807,it,val
61575293048793,it,val
61573950781191,it,val
61574071554987,it,val
61573539089036,it,val
61575905006200,it,val
61573725732921,it,val
61575070651124,it,val
61573623174956,it,val
61575257481813,it,val
61573549288635,it,val
61573666185135,it,val
61575541172249,it,val
61575035761920,it,val
61575269721277,it,val
61573504404587,it,val
61575487324647,it,val
61575059161870,it,val
61575584406708,it,val
61575527462883,it,val
61574964965314,it,val
61575770421876,it,val
61575187214281,it,val
61573817167860,it,val
61575781281687,it,val
61573163020742,it,val
61573389545206,it,val
61574883069816,it,val
61573143011510,it,val
61575748703029,it,val
61575525969186,it,val
61574053119016,it,test
61575805711531,it,test
61574936016860,it,test
61574940158280,it,test
61575557761520,it,test
61575545102013,it,test
61574937547028,it,test
61575433245776,it,test
61574724737317,it,test
61575371015595,it,test
61574911149534,it,test
61575582750038,it,test
61575544152962,it,test
61573693491518,it,test
61575580080566,it,test
61575603778005,it,test
61575119187638,it,test
61575005853006,it,test
61575255680659,it,test
61573754471228,it,test
61575200353453,it,test
61575171524686,it,test
61574863962100,it,test
61575226372155,it,test
61575797240901,it,test
61575318607485,it,test
61574996597830,it,test
61575013502873,it,test
61573697084008,it,test
61575172646079,it,test
61576059230191,it,test
61575527222862,it,test
61575188275516,it,test
61574051276067,it,test
61575207773071,it,test
61573913763035,it,test
61574839903015,it,test
61575671456434,it,test
61575154635451,it,test
61575356045890,it,test
61575088470429,it,test
61573167310365,it,test
61573552948536,it,test
61574931846511,it,test
61573535549602,it,test
61575227003442,it,test
61575106577835,it,test
61575798830806,it,test
61573516080607,it,test
61574781734933,it,test
61573543259106,it,test
61573112383233,it,test
61573876354741,it,test
61575088062953,it,test
61575202633062,it,test
61574785574733,it,test
61575622629793,it,test
61574764996945,it,test
61573639576797,it,test
61575792327507,it,test
61573552737149,pt,train
61575201823318,pt,train
61575018602707,pt,train
61575781048206,pt,train
61575679370162,pt,train
61575702991271,pt,train
61575245571245,pt,train
61575263206752,pt,train
61575178904532,pt,train
61572976475726,pt,train
61575214852696,pt,train
61575810230093,pt,train
61575262144291,pt,train
61573540677615,pt,train
61575791427444,pt,train
61575794367448,pt,train
61575095908382,pt,train
61574959205760,pt,train
61575615869363,pt,train
61575149985527,pt,train
61573259482479,pt,train
61575041521718,pt,train
61575307694452,pt,train
61575628354963,pt,train
61574795804001,pt,train
61575197063677,pt,train
61575326407158,pt,train
61575323256914,pt,train
61575232601470,pt,train
61575622528838,pt,train
61575656577386,pt,train
61575063570467,pt,train
61575595206496,pt,train
61575229541515,pt,train
61575131847014,pt,train
61574893990061,pt,train
61575302504611,pt,train
61574900918548,pt,train
61572954306907,pt,train
61575658173803,pt,train
61575094710147,pt,train
61575162475372,pt,train
61575725250115,pt,train
61574874880039,pt,train
61575539882427,pt,train
61573250572741,pt,train
61574772255183,pt,train
61574820492941,pt,train
61575759538891,pt,train
61574984644503,pt,train
61573128238099,pt,train
61575098248730,pt,train
61575575574825,pt,train
61575039781543,pt,train
61575586206484,pt,train
61574709227973,pt,train
61574844431621,pt,train
61575669723077,pt,train
61575124347197,pt,train
61575651027623,pt,train
61575758698921,pt,train
61575457030949,pt,train
61575424295278,pt,train
61575119127509,pt,train
61574796794269,pt,train
61575021542608,pt,train
61575200393456,pt,train
61575012632343,pt,train
61573119868261,pt,train
61575155845573,pt,train
61575497680533,pt,train
61575900051871,pt,train
61574749756596,pt,train
61575722454007,pt,train
61574967965313,pt,train
61575548018214,pt,train
61575521493182,pt,train
61573395394803,pt,train
61575144555723,pt,train
61574777985171,pt,train
61574978944598,pt,train
61572643031348,pt,train
61575849234543,pt,train
61575519603508,pt,train
61575826765746,pt,train
61575127707029,pt,train
61574958755699,pt,train
61574905989922,pt,train
61575291848717,pt,train
61576002082198,pt,train
61575621478987,pt,train
61575884542892,pt,train
61575293504986,pt,train
61575256546492,pt,train
61575695365318,pt,train
61575652047563,pt,train
61575907311759,pt,train
61575421301471,pt,train
61575260930330,pt,train
61575068880176,pt,train
61575674762828,pt,train
61575016472925,pt,train
61574873230179,pt,train
61575512133483,pt,train
61575159445487,pt,train
61575175574626,pt,train
61574845871548,pt,train
61574812843464,pt,train
61575262936745,pt,train
61572893499743,pt,train
61575250157025,pt,train
61574899088980,pt,train
61575819446078,pt,train
61573104929262,pt,train
61575203233193,pt,train
61575271516188,pt,train
61575278175509,pt,train
61575073619986,pt,train
61575511113557,pt,train
61575143006497,pt,train
61575605376491,pt,train
61575074909869,pt,train
61575923541054,pt,train
61573191954824,pt,train
61575121557487,pt,train
61575496414111,pt,train
61575204503352,pt,train
61573596774794,pt,train
61575230391948,pt,train
61575571147433,pt,train
61575141087700,pt,train
61575750832822,pt,train
61575671576471,pt,train
61575105527927,pt,train
61573204057105,pt,train
61575830575557,pt,train
61574906948470,pt,train
61575048301295,pt,train
61575282129145,pt,train
61575707940901,pt,train
61575327006862,pt,train
61575694070867,pt,train
61573021846202,pt,train
61572673361821,pt,train
61575039211521,pt,train
61575535599312,pt,train
61575568321122,pt,train
61575060960691,pt,train
61573423472399,pt,train
61575884842080,pt,train
61575631438414,pt,train
61575270286053,pt,train
61573077210264,pt,train
61573015803295,pt,train
61575769108329,pt,train
61575733919835,pt,train
61575610349444,pt,train
61573043372523,pt,train
61575117567021,pt,train
61573150689906,pt,train
61575165805362,pt,train
61575147806028,pt,train
61575846444720,pt,train
61573376404449,pt,train
61575889192539,pt,train
61575223732196,pt,train
61573079190124,pt,train
61574935477073,pt,train
61575832225561,pt,train
61575479801057,pt,train
61575222742411,pt,train
61575549901920,pt,train
61573143206908,pt,train
61575099568667,pt,train
61575576330602,pt,train
61574908268434,pt,train
61575177824548,pt,train
61575190033990,pt,train
61575677252798,pt,train
61575635698445,pt,train
61575256696629,pt,train
61575240461266,pt,train
61575508263839,pt,train
61573205754045,pt,train
61574908928372,pt,train
61574919847818,pt,train
61575662223420,pt,train
61574933347215,pt,train
61572775543166,pt,train
61575091678915,pt,train
61575499452704,pt,train
61573584145193,pt,train
61573108228452,pt,train
61575100558562,pt,train
61575914150967,pt,train
61575519009521,pt,train
61575024032269,pt,train
61575276286309,pt,train
61574816892552,pt,train
61575109948108,pt,train
61573401574373,pt,train
61575540878939,pt,train
61575861774039,pt,train
61575676472631,pt,train
61574821932712,pt,train
61575145346143,pt,train
61575299348163,pt,train
61572723287435,pt,train
61575893482315,pt,train
61575323113578,pt,train
61575593526385,pt,train
61574821782730,pt,train
61575256610549,pt,train
61573098989704,pt,train
61575555181554,pt,train
61575561745423,pt,train
61574935776887,pt,train
61574791274667,pt,train
61575141626479,pt,train
61573062134347,pt,train
61573384551006,pt,train
61575856914114,pt,train
61574845181237,pt,train
61575690601850,pt,train
61575152187335,pt,train
61575126328545,pt,train
61575158005578,pt,train
61575267620030,pt,train
61573036773006,pt,train
61575089848976,pt,train
61574898638788,pt,train
61574776454928,pt,train
61574854241050,pt,train
61575014133073,pt,train
61575225952116,pt,train
61574872450233,pt,train
61575895552193,pt,train
61575502234010,pt,train
61575235457745,pt,train
61575866273792,pt,train
61575861143895,pt,train
61573712511017,pt,train
61575161185543,pt,train
61574863180647,pt,train
61575770758381,pt,train
61575567781112,pt,train
61572954786814,pt,train
61575508270361,pt,train
61575514209869,pt,train
61575636412404,pt,train
61575552061888,pt,train
61574817372804,pt,train
61574833902251,pt,train
61573197384523,pt,train
61574801265187,pt,train
61574928127303,pt,train
61572786436276,pt,train
61573218173433,pt,train
61573051725192,pt,train
61575778198261,pt,train
61575647757746,pt,train
61574859160576,pt,train
61575829620469,pt,train
61574977774571,pt,train
61575087912997,pt,train
61575844494846,pt,train
61575517659677,pt,train
61574942166735,pt,train
61575146036382,pt,train
61574889549209,pt,train
61573012877681,pt,train
61573116551721,pt,train
61574724887390,pt,train
61575625025576,pt,train
61575115637534,pt,train
61574802793931,pt,train
61575755039100,pt,train
61573161129574,pt,train
61575502300509,pt,train
61575637714655,pt,train
61575638074541,pt,train
61575226432039,pt,train
61575168115148,pt,train
61575751049240,pt,train
61575556867889,pt,train
61574890779488,pt,train
61575249640975,pt,train
61575906921720,pt,train
61575224752277,pt,train
61575484211181,pt,train
61575802610452,pt,train
61575203153375,pt,train
61575505803676,pt,train
61573206864084,pt,train
61575281379106,pt,val
61575289928805,pt,val
61572803443414,pt,val
61575719040520,pt,val
61575196823636,pt,val
61574796344244,pt,val
61575785727945,pt,val
61575615485706,pt,val
61575574860669,pt,val
61573221426285,pt,val
61573402803084,pt,val
61575252370580,pt,val
61574791514348,pt,val
61575732533301,pt,val
61575227901999,pt,val
61575139756553,pt,val
61574775285340,pt,val
61575596766424,pt,val
61574822682989,pt,val
61575494740784,pt,val
61573183358303,pt,val
61575370332013,pt,val
61574860900970,pt,val
61575336973098,pt,val
61575539348962,pt,val
61575816656229,pt,val
61575000809915,pt,val
61575657153747,pt,val
61575542078870,pt,val
61575519242899,pt,val
61575306397643,pt,val
61574801923917,pt,val
61574787224668,pt,val
61573657822094,pt,val
61575628348501,pt,val
61575194273558,pt,val
61575302234656,pt,val
61575626045233,pt,val
61575717624126,pt,val
61575161785561,pt,val
61575120507560,pt,val
61575176354332,pt,val
61575628828552,pt,val
61575312817624,pt,val
61575093088823,pt,val
61575910161531,pt,val
61574884719731,pt,val
61573022866409,pt,val
61573117901512,pt,val
61575277305874,pt,val
61575546518562,pt,val
61572914558646,pt,val
61573044002499,pt,val
61573590145100,pt,val
61572965826051,pt,val
61575885982810,pt,val
61575175274435,pt,val
61575195823790,pt,val
61574945976316,pt,val
61575337302838,pt,val
61574840801931,pt,val
61574873290287,pt,val
61575021212595,pt,val
61574940786036,pt,test
61575680942688,pt,test
61573036322799,pt,test
61575019756700,pt,test
61575574524688,pt,test
61574714597809,pt,test
61575049831217,pt,test
61575161685429,pt,test
61573382480931,pt,test
61575649624207,pt,test
61574966165566,pt,test
61575689432183,pt,test
61575531152948,pt,test
61575854874351,pt,test
61575849294548,pt,test
61575794757479,pt,test
61575838795093,pt,test
61575552217980,pt,test
61575557408009,pt,test
61575503980281,pt,test
61575098818802,pt,test
61575079169748,pt,test
61575263799927,pt,test
61572945636998,pt,test
61574913877788,pt,test
61575025023617,pt,test
61575582540110,pt,test
61575533882644,pt,test
61575905331775,pt,test
61575111478220,pt,test
61575328303165,pt,test
61575229631870,pt,test
61574930586709,pt,test
61574799343860,pt,test
61575191317891,pt,test
61575087119240,pt,test
61572629921625,pt,test
61574939766846,pt,test
61575799107152,pt,test
61575455591111,pt,test
61575243677655,pt,test
61574787854878,pt,test
61575618485389,pt,test
61575561427679,pt,test
61575310034038,pt,test
61575238131572,pt,test
61573639284043,pt,test
61575270759607,pt,test
61575262870032,pt,test
61575647284322,pt,test
61572985534941,pt,test
61575317113475,pt,test
61575227471920,pt,test
61575368459933,pt,test
61575178964523,pt,test
61575158695568,pt,test
61575461561304,pt,test
61574845121589,pt,test
61575470764521,pt,test
61574934126943,pt,test
61575195653637,pt,test
61574861712206,pt,test
61575515733376,pt,test
