user_id,conversations,waves,n_waves,languages,n_languages,countries,n_countries,pregenerated_conversations,user_initiated_conversations,observed_turns,feedback_items,preference_choices,choice_entropy_bits,dominant_choice_share,choice_a,choice_b,choice_c,choice_d,unique_prompt_hashes,duplicate_prompt_rows_within_user,length_comparisons,fraction_chosen_longest,fraction_chosen_shortest
61574024547460,22,1,1,it,1,italy,1,16,6,57,39,57,1.696081591678224,0.42105263157894735,24,7,4,22,57,0,57,0.47368421052631576,0.24561403508771928
61574047196829,26,1,1,it,1,italy,1,19,7,73,24,73,1.9331378226367695,0.3287671232876712,24,23,11,15,73,0,73,0.2876712328767123,0.2465753424657534
61574051276067,24,1,1,it,1,italy,1,20,4,65,0,65,1.5273503820589205,0.5846153846153846,38,8,3,16,65,0,64,0.328125,0.28125
61574052716001,22,1,1,it,1,italy,1,16,6,45,45,45,1.9177470454622356,0.35555555555555557,13,6,10,16,45,0,45,0.35555555555555557,0.2
61574053119016,18,1,1,it,1,italy,1,16,2,54,0,54,1.8733679655293891,0.35185185185185186,19,9,7,19,54,0,53,0.4528301886792453,0.16981132075471697
61574069335708,28,1,1,it,1,italy,1,21,7,76,18,76,1.9578752566211768,0.35526315789473684,27,18,16,15,76,0,76,0.23684210526315788,0.3026315789473684
61574071554987,35,1,1,it,1,italy,1,22,13,89,52,89,1.9398898126450963,0.34831460674157305,14,25,19,31,89,0,89,0.33707865168539325,0.2696629213483146
61574074315502,27,1,1,it,1,italy,1,22,5,70,0,70,1.9464232907661758,0.34285714285714286,14,20,12,24,70,0,70,0.4,0.2571428571428571
61574075455618,26,1,1,it,1,italy,1,20,6,67,54,67,1.842047410718442,0.4626865671641791,13,13,10,31,67,0,66,0.45454545454545453,0.3181818181818182
61574078395311,25,1,1,it,1,italy,1,17,8,69,22,69,1.5802568989458599,0.5652173913043478,39,7,5,18,69,0,68,0.3235294117647059,0.29411764705882354
61574082594447,23,1,1,it,1,italy,1,16,7,65,17,65,1.9881675609091092,0.27692307692307694,18,18,13,16,65,0,65,0.3076923076923077,0.24615384615384617
61574083374955,6,1,1,it,1,italy,1,1,5,19,0,19,1.8710191208788398,0.3684210526315789,6,7,2,4,19,0,19,0.2631578947368421,0.3157894736842105
61574083854222,29,1,1,it,1,italy,1,22,7,77,63,77,1.9467248777911472,0.3246753246753247,23,17,12,25,77,0,75,0.38666666666666666,0.22666666666666666
61574087694242,28,1,1,en,1,united states,1,20,8,72,50,72,1.466481337327464,0.6388888888888888,14,7,5,46,72,0,72,0.2222222222222222,0.5138888888888888
61574089824069,25,1,1,it,1,italy,1,20,5,71,14,71,1.872325763143994,0.38028169014084506,23,11,10,27,71,0,71,0.4788732394366197,0.2112676056338028
61574100204041,27,1,1,it,1,italy,1,20,7,74,6,74,1.978402689368553,0.32432432432432434,24,16,18,16,74,0,74,0.35135135135135137,0.2972972972972973
61574121743134,22,1,1,it,1,italy,1,16,6,58,0,58,1.9114673638339548,0.3448275862068966,19,9,10,20,58,0,58,0.3448275862068966,0.1724137931034483
61574128582078,28,1,1,en,1,united states,1,21,7,77,46,77,1.7883449593487366,0.4805194805194805,37,17,15,8,77,0,77,0.12987012987012986,0.24675324675324675
61574131042566,26,1,1,it,1,italy,1,21,5,72,58,72,1.8713725236986638,0.3472222222222222,25,14,8,25,72,0,71,0.323943661971831,0.30985915492957744
61574133694746,36,1,1,en,1,united states,1,28,8,101,79,101,1.7864569901159038,0.4752475247524752,48,10,19,24,101,0,101,0.40594059405940597,0.25742574257425743
61574134851681,28,1,1,it,1,italy,1,21,7,77,77,77,1.9521728247907044,0.33766233766233766,14,22,15,26,77,0,77,0.4155844155844156,0.19480519480519481
61574145531188,24,1,1,it,1,italy,1,20,4,68,14,68,1.8205182242538327,0.47058823529411764,15,9,12,32,68,0,67,0.5522388059701493,0.11940298507462686
61574154680750,15,1,1,it,1,italy,1,2,13,33,0,33,1.6859419550157133,0.48484848484848486,16,5,2,10,33,0,33,0.36363636363636365,0.3333333333333333
61574526892093,29,1,1,en,1,united states,1,21,8,82,30,82,1.3761025969377154,0.6829268292682927,56,6,7,13,82,0,82,0.1951219512195122,0.2682926829268293
61574638517874,17,1,1,en,1,united states,1,17,0,54,36,54,1.7470276488258207,0.48148148148148145,26,15,5,8,54,0,54,0.3148148148148148,0.12962962962962962
61574638637795,32,1,1,en,1,united states,1,26,6,86,86,86,1.697833706499401,0.5,43,10,8,25,86,0,86,0.19767441860465115,0.47674418604651164
61574645717602,3,1,1,en,1,united states,1,0,3,9,0,9,1.7527152789797045,0.4444444444444444,4,1,3,1,9,0,9,0.1111111111111111,0.3333333333333333
61574646287639,19,1,1,en,1,india,1,19,0,44,27,44,1.8544459057934044,0.45454545454545453,20,9,7,8,43,1,44,0.20454545454545456,0.29545454545454547
61574647307311,2,1,1,en,1,united states,1,0,2,8,0,8,1.2987949406953985,0.625,5,2,1,0,8,0,8,0.25,0.125
61574647397560,28,1,1,en,1,united states,1,19,9,75,75,75,1.8890255736436508,0.4,30,12,12,21,74,1,75,0.37333333333333335,0.21333333333333335
61574651897378,29,1,1,en,1,united states,1,22,7,81,57,81,1.9545879950977731,0.345679012345679,14,18,21,28,81,0,81,0.30864197530864196,0.2716049382716049
61574652767188,26,1,1,en,1,united states,1,19,7,70,62,70,1.5138027949917174,0.6,42,5,6,17,70,0,70,0.2857142857142857,0.2
61574663446781,25,1,1,en,1,united states,1,18,7,71,27,71,1.981011954928518,0.29577464788732394,21,20,14,16,71,0,71,0.28169014084507044,0.2676056338028169
61574663866130,13,1,1,en,1,united states,1,10,3,30,14,30,1.889246428509158,0.4,6,4,8,12,30,0,30,0.3,0.26666666666666666
61574668876113,5,1,1,en,1,united states,1,5,0,5,0,5,1.5219280948873621,0.4,2,1,0,2,5,0,5,0.4,0.6
61574671366073,7,1,1,en,1,united states,1,7,0,14,0,14,1.610577243331642,0.5714285714285714,8,1,2,3,14,0,13,0.0,0.38461538461538464
61574671996116,1,1,1,en,1,united states,1,1,0,3,3,3,0.9182958340544896,0.6666666666666666,2,0,0,1,3,0,3,1.0,0.0
61574673286186,7,1,1,en,1,united states,1,7,0,27,0,27,1.7629318074149192,0.4074074074074074,11,3,3,10,27,0,27,0.2222222222222222,0.5185185185185185
61574673706107,28,1,1,en,1,united states,1,22,6,74,58,74,1.8271867620067055,0.47297297297297297,13,11,15,35,74,0,74,0.3918918918918919,0.24324324324324326
61574674005988,27,1,1,en,1,united states,1,22,5,77,31,77,1.9623731409614227,0.33766233766233766,26,17,14,20,77,0,77,0.2727272727272727,0.2727272727272727
61574675836237,14,1,1,en,1,united states,1,14,0,31,18,31,1.4374366326883632,0.5161290322580645,16,2,1,12,31,0,31,0.3225806451612903,0.16129032258064516
61574679645828,30,1,1,en,1,india,1,23,7,83,74,83,1.8643882197059791,0.39759036144578314,25,10,15,33,83,0,83,0.3493975903614458,0.18072289156626506
61574680215788,28,1,1,en,1,united states,1,23,5,28,28,28,1.6105772433316423,0.5714285714285714,6,4,2,16,28,0,28,0.5357142857142857,0.21428571428571427
61574683665690,7,1,1,en,1,united states,1,0,7,18,0,18,1.6960736118322672,0.5,9,1,4,4,18,0,18,0.1111111111111111,0.3888888888888889
61574685795214,12,1,1,en,1,united states,1,12,0,12,0,12,1.7295739585136223,0.5,2,1,3,6,12,0,12,0.16666666666666666,0.25
61574688555170,25,1,1,en,1,united states,1,25,0,69,58,69,1.9011129210620936,0.36231884057971014,25,11,11,22,69,0,69,0.2463768115942029,0.36231884057971014
61574689937883,31,1,1,fr,1,france,1,27,4,82,0,82,1.9246195660145426,0.3902439024390244,14,19,17,32,82,0,82,0.43902439024390244,0.17073170731707318
61574691045068,17,1,1,en,1,united states,1,14,3,46,0,46,1.9197925190032301,0.3695652173913043,13,9,7,17,46,0,46,0.2608695652173913,0.1956521739130435
61574691255198,28,1,1,en,1,united states,1,21,7,75,75,75,1.9386534584907138,0.3466666666666667,26,18,11,20,75,0,75,0.12,0.3333333333333333
61574691677772,8,1,1,en,1,united states,1,8,0,25,23,25,1.6348509171908068,0.52,6,1,5,13,25,0,25,0.28,0.48
61574691705220,26,1,1,en,1,united states,1,20,6,71,47,71,1.736938660172393,0.5070422535211268,36,7,11,17,71,0,71,0.28169014084507044,0.2535211267605634
61574695874868,15,1,1,en,1,united states,1,1,14,34,0,34,1.9731674963445294,0.3235294117647059,7,9,11,7,34,0,34,0.23529411764705882,0.17647058823529413
61574696837820,6,1,1,en,1,united states,1,1,5,17,11,17,1.8726696380501495,0.4117647058823529,2,4,7,4,17,0,17,0.47058823529411764,0.058823529411764705
61574697317538,1,1,1,en,1,united states,1,0,1,4,0,4,1.5,0.5,1,0,2,1,4,0,4,0.25,0.75
61574698277658,27,1,1,en,1,india,1,19,8,76,32,76,1.60001037769166,0.5526315789473685,42,19,11,4,76,0,76,0.17105263157894737,0.27631578947368424
61574699474640,26,1,1,en,1,india,1,18,8,70,30,70,1.2330455261843865,0.5571428571428572,28,1,2,39,70,0,70,0.34285714285714286,0.22857142857142856
61574708867579,31,1,1,en,1,united states,1,24,7,85,42,85,1.9250410624900844,0.3411764705882353,27,14,15,29,85,0,85,0.2823529411764706,0.3176470588235294
61574709194793,5,1,1,en,1,united states,1,5,0,18,0,18,1.4806821149663847,0.4444444444444444,8,3,0,7,18,0,18,0.3888888888888889,0.1111111111111111
61574709227973,26,1,1,pt,1,brazil,1,22,4,71,71,71,1.280904295433523,0.676056338028169,48,5,2,16,71,0,70,0.32857142857142857,0.21428571428571427
61574709377155,29,1,1,en,1,united states,1,21,8,79,45,79,1.9483118519046452,0.34177215189873417,27,13,17,22,79,0,79,0.31645569620253167,0.34177215189873417
61574710427546,51,1,1,hi,1,india,1,39,12,136,81,136,1.8861753519892106,0.39705882352941174,39,20,23,54,134,2,136,0.49264705882352944,0.13970588235294118
61574710487320,22,1,1,en,1,united states,1,18,4,60,5,60,1.6894822670191825,0.4666666666666667,20,4,8,28,60,0,60,0.21666666666666667,0.4166666666666667
61574711024379,16,1,1,en,1,united states,1,9,7,50,6,50,1.822122396620061,0.4,17,7,6,20,50,0,50,0.34,0.26
61574712167927,30,1,1,en,1,india,1,20,10,80,0,80,1.5735961363399975,0.55,44,5,8,23,80,0,79,0.2911392405063291,0.35443037974683544
61574713064341,29,1,1,en,1,india,1,21,8,80,20,80,1.7998250687352249,0.425,26,11,9,34,80,0,80,0.25,0.3625
61574713663955,43,1,1,en,1,india,1,30,13,112,73,112,1.5660842386181284,0.6071428571428571,68,17,9,18,112,0,112,0.24107142857142858,0.375
61574713698005,3,1,1,hi,1,india,1,3,0,3,0,3,-0.0,1.0,3,0,0,0,3,0,3,0.0,0.3333333333333333
61574714597809,26,1,1,pt,1,brazil,1,19,7,66,62,66,1.8595680215599246,0.42424242424242425,28,13,8,17,66,0,66,0.36363636363636365,0.21212121212121213
61574714834557,12,1,1,en,1,united states,1,12,0,34,6,34,1.7838593436779768,0.4117647058823529,12,4,4,14,34,0,34,0.38235294117647056,0.14705882352941177
61574715014007,2,1,1,en,1,united states,1,2,0,6,6,6,1.4591479170272448,0.5,1,3,0,2,6,0,6,0.16666666666666666,0.3333333333333333
61574715494235,23,1,1,en,1,united states,1,18,5,66,15,66,1.8172915304700625,0.4696969696969697,31,13,14,8,66,0,66,0.30303030303030304,0.3181818181818182
61574715914295,9,1,1,en,1,united states,1,0,9,18,18,18,1.9546859469463558,0.3333333333333333,6,5,3,4,18,0,18,0.16666666666666666,0.2777777777777778
61574715977919,33,1,1,hi,1,india,1,33,0,106,46,106,1.8691627376271125,0.3490566037735849,37,22,11,36,106,0,103,0.5242718446601942,0.0970873786407767
61574716667968,26,1,1,en,1,india,1,19,7,67,67,67,1.7714712899202523,0.4925373134328358,33,7,15,12,67,0,67,0.2537313432835821,0.208955223880597
61574716877116,26,1,1,hi,1,india,1,18,8,71,29,71,1.7902630819193086,0.4507042253521127,19,6,14,32,71,0,71,0.4084507042253521,0.2535211267605634
61574717327660,28,1,1,en,1,united states,1,20,8,46,46,46,1.850347023215099,0.43478260869565216,20,12,8,6,46,0,46,0.21739130434782608,0.391304347826087
61574717894352,15,1,1,en,1,united states,1,4,11,36,2,36,1.885350506351984,0.3611111111111111,12,13,6,5,36,0,36,0.1111111111111111,0.4166666666666667
61574718794139,6,1,1,en,1,united states,1,6,0,24,0,24,1.821695404408628,0.4583333333333333,4,6,3,11,24,0,24,0.08333333333333333,0.5416666666666666
61574718977998,3,1,1,fr,1,france,1,3,0,12,0,12,1.4591479170272448,0.5,4,2,0,6,12,0,12,0.5833333333333334,0.08333333333333333
61574719394258,20,1,1,en,1,united states,1,20,0,54,0,54,1.7553310009685363,0.48148148148148145,26,7,6,15,54,0,54,0.3888888888888889,0.25925925925925924
61574719937749,2,1,1,pt,1,brazil,1,1,1,3,3,3,0.9182958340544896,0.6666666666666666,1,0,2,0,3,0,3,0.3333333333333333,0.3333333333333333
61574720774023,29,1,1,en,1,united states,1,22,7,81,77,81,1.2508559418869885,0.691358024691358,56,2,6,17,81,0,81,0.2962962962962963,0.3950617283950617
61574720836998,1,1,1,fr,1,france,1,1,0,1,0,1,-0.0,1.0,0,0,0,1,1,0,1,1.0,0.0
61574721496879,2,1,1,en,1,india,1,2,0,2,0,2,-0.0,1.0,0,0,2,0,2,0,2,0.5,0.5
61574722303813,31,1,1,en,1,united states,1,24,7,82,49,82,1.6564240735650255,0.4146341463414634,33,11,4,34,82,0,82,0.2926829268292683,0.25609756097560976
61574722963735,27,1,1,en,1,united states,1,20,7,77,33,77,1.858856433907314,0.38961038961038963,25,11,11,30,77,0,76,0.25,0.4342105263157895
61574723117491,17,1,1,it,1,italy,1,16,1,47,0,47,1.880692699121434,0.425531914893617,20,9,7,11,47,0,46,0.2391304347826087,0.32608695652173914
61574723297680,28,1,1,fr,1,france,1,22,6,79,0,79,1.8827858711119216,0.3924050632911392,31,20,9,19,79,0,78,0.28205128205128205,0.3076923076923077
61574724694065,2,1,1,en,1,united states,1,1,1,5,0,5,0.9709505944546686,0.6,0,0,2,3,5,0,5,0.4,0.4
61574724737317,30,1,1,it,1,italy,1,22,8,81,22,81,1.4594712488040031,0.4691358024691358,38,5,3,35,81,0,81,0.4691358024691358,0.24691358024691357
61574724887390,22,1,1,pt,1,brazil,1,16,6,63,41,63,1.9577122734283512,0.3492063492063492,16,12,13,22,63,0,63,0.4126984126984127,0.1746031746031746
61574724947307,23,1,1,it,1,italy,1,15,8,66,22,66,1.9396666665465763,0.3484848484848485,23,19,13,11,66,0,66,0.2878787878787879,0.3484848484848485
61574725486505,29,1,1,en,1,united states,1,22,7,81,81,81,1.769235209004855,0.5061728395061729,41,17,12,11,81,0,80,0.2,0.2375
61574726476500,28,1,1,en,1,india,1,21,7,75,75,75,1.8398735487233597,0.41333333333333333,23,12,9,31,74,1,75,0.21333333333333335,0.4666666666666667
61574727227287,61,1,1,en,1,united states,1,22,39,153,0,153,1.9905767537096086,0.2875816993464052,44,34,41,34,153,0,153,0.24836601307189543,0.3006535947712418
61574727287239,3,1,1,en,1,united states,1,3,0,12,0,12,1.280672129520887,0.5833333333333334,4,1,0,7,12,0,12,0.4166666666666667,0.3333333333333333
61574727556591,16,1,1,en,1,united states,1,16,0,40,24,40,1.9854752972273344,0.3,10,10,8,12,40,0,40,0.3,0.15
61574727767195,26,1,1,en,1,india,1,18,8,72,12,72,1.7289820959038213,0.4444444444444444,32,8,7,25,72,0,72,0.3194444444444444,0.3055555555555556
61574728307426,27,1,1,fr,1,france,1,20,7,74,0,74,1.8097272426347042,0.4864864864864865,36,14,13,11,74,0,74,0.2702702702702703,0.20270270270270271
61574728486539,26,1,1,en,1,united states,1,18,8,72,50,72,1.875097079955172,0.4027777777777778,29,21,11,11,72,0,72,0.2638888888888889,0.25
61574728786524,19,1,1,en,1,united states,1,19,0,19,0,19,1.2319817814011402,0.7368421052631579,14,1,2,2,19,0,19,0.15789473684210525,0.15789473684210525
61574729597565,1,1,1,en,1,united states,1,0,1,4,0,4,2.0,0.25,1,1,1,1,4,0,4,0.25,0.25
61574730076215,28,1,1,en,1,united states,1,21,7,75,41,75,1.7904333203988891,0.38666666666666666,29,6,13,27,75,0,75,0.37333333333333335,0.30666666666666664
61574730557113,24,1,1,en,1,united states,1,19,5,63,63,63,1.7909935285596565,0.47619047619047616,30,8,9,16,63,0,63,0.31746031746031744,0.2222222222222222
61574730673607,64,1,1,hi,1,india,1,42,22,144,68,144,1.8505597416495156,0.4097222222222222,59,17,25,43,144,0,143,0.36363636363636365,0.27972027972027974
61574731753300,13,1,1,en,1,united states,1,9,4,28,2,28,1.924174352300441,0.35714285714285715,4,8,10,6,28,0,28,0.25,0.25
61574732863301,28,1,1,en,1,india,1,20,8,74,51,74,1.5860696928210642,0.5,25,9,3,37,73,1,74,0.2972972972972973,0.33783783783783783
61574733253298,1,1,1,en,1,united states,1,1,0,2,0,2,-0.0,1.0,2,0,0,0,2,0,2,0.0,0.5
61574733616962,3,1,1,it,1,italy,1,3,0,6,0,6,-0.0,1.0,0,0,0,6,6,0,6,0.8333333333333334,0.16666666666666666
61574733766948,27,1,1,fr,1,france,1,20,7,73,0,73,1.6691422610361395,0.547945205479452,40,12,6,15,72,1,73,0.2465753424657534,0.3698630136986301
61574733946017,21,1,1,en,1,united states,1,21,0,58,0,58,1.888587966473369,0.3793103448275862,18,9,9,22,58,0,58,0.27586206896551724,0.3620689655172414
61574734366074,6,1,1,en,1,united states,1,0,6,17,0,17,1.901506402501506,0.4117647058823529,7,3,4,3,17,0,17,0.11764705882352941,0.35294117647058826
61574734876790,24,1,1,en,1,united states,1,22,2,64,64,64,1.9851836144561052,0.3125,15,15,14,20,64,0,64,0.390625,0.1875
61574735236203,3,1,1,en,1,united states,1,1,2,8,0,8,2.0,0.25,2,2,2,2,8,0,8,0.25,0.25
61574736013050,8,1,1,en,1,india,1,0,8,22,0,22,1.856653212780932,0.36363636363636365,8,7,2,5,22,0,22,0.22727272727272727,0.18181818181818182
61574737216943,24,1,1,it,1,italy,1,17,7,63,0,63,1.8924117409243273,0.4126984126984127,26,14,9,14,63,0,62,0.3064516129032258,0.24193548387096775
61574737663085,21,1,1,en,1,united states,1,17,4,58,0,58,1.897744936941768,0.41379310344827586,24,12,9,13,58,0,58,0.41379310344827586,0.13793103448275862
61574738293203,17,1,1,en,1,united states,1,15,2,43,10,43,1.533731888287527,0.4418604651162791,18,1,5,19,43,0,43,0.32558139534883723,0.3023255813953488
61574738537928,26,1,1,fr,1,france,1,21,5,68,68,68,1.7836514181596659,0.39705882352941174,25,9,7,27,68,0,68,0.3088235294117647,0.3088235294117647
61574739676017,37,1,1,en,1,united states,1,30,7,104,102,104,1.7469558221081414,0.5096153846153846,53,23,11,17,104,0,104,0.23076923076923078,0.2692307692307692
61574744595777,23,1,1,en,1,india,1,23,0,63,0,63,1.9905439495031572,0.2857142857142857,16,18,13,16,61,2,63,0.47619047619047616,0.12698412698412698
61574744746717,3,1,1,pt,1,brazil,1,3,0,12,0,12,1.188721875540867,0.6666666666666666,3,1,0,8,12,0,12,0.5833333333333334,0.25
61574746156276,17,1,1,hi,1,india,1,17,0,17,0,17,1.6183941088363931,0.5882352941176471,2,2,3,10,17,0,17,0.5882352941176471,0.11764705882352941
61574747655692,11,1,1,en,1,united states,1,11,0,22,0,22,1.9196905740496968,0.36363636363636365,3,6,5,8,22,0,22,0.2727272727272727,0.2727272727272727
61574749516599,16,1,1,en,1,united states,1,7,9,25,8,25,1.9690255736436508,0.32,7,8,5,5,25,0,25,0.24,0.28
61574749756596,27,1,1,pt,1,brazil,1,21,6,70,45,70,1.693815983145154,0.4142857142857143,29,10,4,27,70,0,70,0.4,0.2
61574749786537,27,1,1,en,1,united states,1,27,0,77,0,77,1.7337654209598128,0.38961038961038963,30,5,12,30,77,0,77,0.38961038961038963,0.24675324675324675
61574750145593,24,1,1,en,1,united states,1,17,7,59,42,59,1.796041146124965,0.3898305084745763,23,10,5,21,59,0,59,0.2542372881355932,0.3220338983050847
61574751465729,17,1,1,en,1,united states,1,9,8,49,0,49,1.3749298756667747,0.673469387755102,33,9,3,4,49,0,49,0.16326530612244897,0.4897959183673469
61574752002783,31,1,1,en,1,united states,1,31,0,88,24,88,1.963622850098258,0.32954545454545453,29,24,16,19,88,0,88,0.18181818181818182,0.2840909090909091
61574752065681,21,1,1,en,1,united states,1,16,5,55,13,55,1.9878604598621954,0.2909090909090909,16,15,12,12,54,1,55,0.23636363636363636,0.2545454545454545
61574752273127,36,1,1,en,1,united states,1,30,6,100,54,100,1.7413973304773567,0.52,52,19,11,18,100,0,100,0.24,0.29
61574753417725,21,1,1,it,1,italy,1,15,6,31,0,31,1.6305570046772393,0.5806451612903226,18,5,3,5,31,0,31,0.3225806451612903,0.3870967741935484
61574754285907,32,1,1,fr,1,france,1,25,7,84,0,84,1.9583297533241513,0.3333333333333333,28,14,20,22,84,0,84,0.3333333333333333,0.21428571428571427
61574754916100,30,1,1,en,1,united states,1,22,8,68,0,68,1.840307852651325,0.36764705882352944,24,25,12,7,68,0,67,0.22388059701492538,0.34328358208955223
61574755186419,10,1,1,fr,1,france,1,0,10,20,0,20,1.6192407046368489,0.55,11,4,4,1,20,0,20,0.05,0.5
61574756147526,21,1,1,it,1,italy,1,14,7,57,57,57,1.9565838086742922,0.3333333333333333,19,10,12,16,57,0,57,0.3333333333333333,0.2631578947368421
61574756175343,13,1,1,en,1,united states,1,11,2,13,0,13,1.8339272176418302,0.46153846153846156,2,2,3,6,13,0,13,0.46153846153846156,0.15384615384615385
61574756837546,13,1,1,en,1,india,1,0,13,13,0,13,1.198183947911799,0.6923076923076923,9,2,0,2,13,0,13,0.38461538461538464,0.15384615384615385
61574756985933,4,1,1,it,1,italy,1,0,4,9,0,9,1.8910611120726526,0.3333333333333333,3,2,1,3,9,0,9,0.4444444444444444,0.3333333333333333
61574757192455,26,1,1,en,1,india,1,20,6,71,16,71,1.6777197333286842,0.5633802816901409,40,11,11,9,71,0,71,0.22535211267605634,0.18309859154929578
61574757195996,16,1,1,en,1,india,1,13,3,49,0,49,1.9311369977993769,0.3469387755102041,17,11,7,14,49,0,49,0.2857142857142857,0.2857142857142857
61574758032506,35,1,1,en,1,united states,1,29,6,96,64,96,1.9138487846571344,0.375,13,25,22,36,96,0,96,0.34375,0.17708333333333334
61574759116162,6,1,1,pt,1,brazil,1,6,0,12,0,12,1.7924812503605778,0.5,2,2,2,6,11,1,12,0.16666666666666666,0.25
61574759507518,11,1,1,en,1,india,1,11,0,11,11,11,1.4911148500551858,0.6363636363636364,7,1,2,1,10,1,11,0.18181818181818182,0.2727272727272727
61574759775784,15,1,1,it,1,italy,1,15,0,33,0,33,1.6327297031052614,0.5757575757575758,6,3,5,19,33,0,33,0.5757575757575758,0.21212121212121213
61574760312216,27,1,1,en,1,united states,1,20,7,71,71,71,1.5949303258750933,0.5492957746478874,39,12,17,3,71,0,71,0.2112676056338028,0.30985915492957744
61574760582067,26,1,1,en,1,united states,1,19,7,71,9,71,1.9371972909360113,0.38028169014084506,27,16,13,15,71,0,71,0.2676056338028169,0.28169014084507044
61574761245232,29,1,1,en,1,united states,1,21,8,79,21,79,1.9581770001331127,0.31645569620253167,25,18,13,23,79,0,79,0.24050632911392406,0.26582278481012656
61574761452174,36,1,1,hi,1,india,1,12,24,77,12,77,1.971332585351316,0.3116883116883117,24,15,16,22,77,0,77,0.44155844155844154,0.2077922077922078
61574761572305,27,1,1,en,1,india,1,20,7,76,0,76,1.5081509820257244,0.631578947368421,48,9,6,13,76,0,76,0.3026315789473684,0.25
61574761845458,28,1,1,en,1,united states,1,20,8,77,77,77,1.9967277377335446,0.2727272727272727,20,21,18,18,77,0,77,0.2727272727272727,0.22077922077922077
61574763015832,26,1,1,en,1,united states,1,18,8,68,0,68,1.9076448120458545,0.38235294117647056,26,16,9,17,68,0,68,0.27941176470588236,0.3235294117647059
61574764455076,25,1,1,it,1,italy,1,19,6,70,0,70,1.9131160836428305,0.38571428571428573,27,12,12,19,70,0,70,0.34285714285714286,0.22857142857142856
61574764605724,24,1,1,fr,1,france,1,18,6,62,0,62,1.8751050082548724,0.4032258064516129,9,18,10,25,62,0,62,0.3870967741935484,0.27419354838709675
61574764996945,21,1,1,it,1,italy,1,14,7,56,6,56,1.8008700656657652,0.44642857142857145,15,11,5,25,56,0,56,0.32142857142857145,0.3392857142857143
61574765504912,2,1,1,en,1,united states,1,2,0,4,4,4,1.5,0.5,2,0,1,1,4,0,4,0.5,0.25
61574766821949,30,1,1,en,1,united states,1,22,8,84,58,84,1.9292908963625601,0.3333333333333333,27,15,14,28,84,0,84,0.27380952380952384,0.23809523809523808
61574767872008,27,1,1,en,1,united states,1,21,6,75,75,75,1.5764949672125688,0.4666666666666667,35,1,14,25,75,0,74,0.43243243243243246,0.22972972972972974
61574768265684,35,1,1,hi,1,india,1,28,7,96,0,96,1.6075574401406223,0.5729166666666666,55,10,9,22,96,0,96,0.3854166666666667,0.3229166666666667
61574768291978,5,1,1,en,1,united states,1,5,0,19,3,19,1.8732214356139143,0.42105263157894735,8,5,3,3,19,0,19,0.3157894736842105,0.21052631578947367
61574768956950,29,1,1,en,1,united states,1,21,8,80,58,80,1.5533809034410284,0.575,46,6,7,21,80,0,80,0.3125,0.3
61574769614945,18,1,1,en,1,united states,1,10,8,48,15,48,1.903368899209021,0.4166666666666667,20,10,9,9,48,0,48,0.2708333333333333,0.22916666666666666
61574769976794,20,1,1,it,1,italy,1,20,0,44,10,44,1.750268335727264,0.5227272727272727,23,8,6,7,44,0,44,0.4318181818181818,0.29545454545454547
61574770391897,30,1,1,en,1,united states,1,23,7,86,36,86,1.9545884076444495,0.36046511627906974,20,31,17,18,86,0,86,0.313953488372093,0.13953488372093023
61574770785493,20,1,1,it,1,italy,1,13,7,64,0,64,1.8701969881653648,0.421875,27,10,10,17,64,0,62,0.43548387096774194,0.25806451612903225
61574771265471,31,1,1,hi,1,india,1,24,7,87,55,87,1.8322726607086288,0.45977011494252873,40,17,11,19,85,2,86,0.4069767441860465,0.2558139534883721
61574771655226,20,1,1,fr,1,france,1,13,7,52,32,52,1.993412757401527,0.2692307692307692,14,11,13,14,52,0,52,0.23076923076923078,0.25
61574772255183,31,1,1,pt,1,brazil,1,23,8,86,86,86,1.7726101476676583,0.43023255813953487,29,9,11,37,86,0,85,0.4235294117647059,0.2235294117647059
61574772375215,29,1,1,fr,1,france,1,22,7,78,0,78,1.9734953890726121,0.3333333333333333,26,18,18,16,78,0,78,0.3333333333333333,0.19230769230769232
61574773815444,35,1,1,pt,1,brazil,1,0,35,98,58,98,1.9578990558377058,0.3469387755102041,34,25,21,18,98,0,98,0.2857142857142857,0.37755102040816324
61574773905204,22,1,1,fr,1,france,1,16,6,46,0,46,1.9152323205298663,0.391304347826087,18,11,7,10,45,1,46,0.391304347826087,0.21739130434782608
61574774205222,23,1,1,fr,1,france,1,18,5,63,23,63,1.961588594448117,0.30158730158730157,18,16,10,19,63,0,63,0.36507936507936506,0.20634920634920634
61574774474598,7,1,1,pt,1,brazil,1,0,7,19,0,19,1.9312952802328742,0.3684210526315789,7,4,3,5,19,0,19,0.3157894736842105,0.15789473684210525
61574774501694,23,1,1,en,1,united states,1,17,6,58,0,58,1.470174227820643,0.603448275862069,35,3,5,15,57,1,58,0.3103448275862069,0.27586206896551724
61574775255311,4,1,1,pt,1,brazil,1,0,4,16,0,16,1.1994602933016414,0.6875,11,2,3,0,16,0,16,0.1875,0.125
61574775281781,29,1,1,en,1,united states,1,22,7,78,62,78,1.834264682675676,0.4358974358974359,11,11,22,34,78,0,78,0.3974358974358974,0.2692307692307692
