comparison_hash,n_rows,n_users,choice_entropy_bits,dominant_choice_share,choice_a,choice_b,choice_c,choice_d,waves,languages
ca08c5e9c7c96d9e7188209cd888031e42b64e06,1,1,-0.0,1.0,0,0,0,1,1,en
e7801032a5e6a68ae49471f958ebed2e861f4914,1,1,-0.0,1.0,1,0,0,0,1,en
4985167b23f045de8ef81106c2e9946d75007430,1,1,-0.0,1.0,1,0,0,0,1,en
3a50bf04440460618e35fb4ed63ca25c94491733,1,1,-0.0,1.0,1,0,0,0,1,en
fc476815a9768152f6160657d47a0657c265cce7,1,1,-0.0,1.0,0,1,0,0,1,it
aded53472aa2a187c2381921b21bc06b2cfc7646,11,11,1.5726236638951638,0.36363636363636365,4,4,3,0,1,pt
6f3818df3708c93f4fe0703487672cd0dbdeb1e1,1,1,-0.0,1.0,0,0,0,1,1,it
7cfec0af5452686d18f86ff1932391be81ea0947,23,23,0.7653636126766978,0.8695652173913043,1,1,1,20,1,en
e58d00d3cf0fbf56d954c00d29cbc0e7475fbb30,14,14,1.4926140680171258,0.5,4,0,3,7,1,it
dcd8528f823ca9b185a842173297d36d94851063,12,12,0.6500224216483541,0.8333333333333334,2,0,0,10,1,hi
53a9f8513682ff66b7adc6e00392168bef4de186,1,1,-0.0,1.0,0,0,0,1,1,en
dc2bff720f5a8bbafbc6a9ca1bb6dd9f34198c18,35,35,0.7303800063615657,0.8571428571428571,2,0,3,30,1,en
5eb3f33826898d241b3462bb76e811df836ce353,31,31,1.5277318665238087,0.6129032258064516,6,2,4,19,1,en
3dd78b2d5158a2abc9c05c7ee5749ab8a20401f9,10,10,-0.0,1.0,0,0,0,10,1,hi
6ee9893289645922ff005f4b8a53937a0c64e256,1,1,-0.0,1.0,0,0,0,1,1,pt
05ed3cf46b38003239363daecd7707d083168447,14,14,1.924174352300441,0.35714285714285715,5,4,3,2,1,fr
58e6696323c9d710a6fbd8da90a3183a28bc7c1d,9,9,1.224394445405986,0.6666666666666666,0,1,2,6,1,it
e61ace664e58c4ef2865ba05b53d5ae9f2e530e6,31,31,1.9174554882121133,0.3870967741935484,8,12,5,6,1,en
aa566c01f7491d0bd03005cc6d549df9dfdc0f17,1,1,-0.0,1.0,1,0,0,0,1,fr
8114de5631ebdb8ac58af1d257dd164d3ea7ebf5,1,1,-0.0,1.0,1,0,0,0,1,hi
673ff3bdd7c8224f6d47e73a129113e2f23fbe89,14,14,1.2916919971380594,0.7142857142857143,1,2,1,10,1,fr
78eccf47e494ef26a787a4196ce883e5d284f76c,16,16,1.5016144718101818,0.625,3,1,2,10,1,it
d787d3eb81178ab717b76ba334faab1a73829ac2,15,15,1.746465798504072,0.4666666666666667,1,4,3,7,1,it
9b9ea2f32cfb1cca1b47d0e07ef520d7aa10abe5,18,18,1.224394445405986,0.6666666666666666,4,0,2,12,1,it
3caf1dbc171503228eff48dc2fbe83bf7612cd9c,16,16,1.9772170014624826,0.3125,5,4,4,3,1,it
0d2054ae74dec6f0f31ad0c00ec4bf64e34eefd0,1,1,-0.0,1.0,0,0,0,1,1,pt
6a98c787c15736f14883272f8150ea701395661d,27,27,1.8002787054665297,0.4444444444444444,8,3,4,12,1,en
ea412f8671e61863bb85c1f91a58f793a77f53f7,1,1,-0.0,1.0,1,0,0,0,1,fr
583d86225f3617cf2f9a412887c77c7420800d0f,35,35,1.727263667609833,0.4857142857142857,10,3,5,17,1,en
f5bb23ad2ec4a45376e619464fe858ac462356cf,3,3,1.584962500721156,0.3333333333333333,1,1,1,0,1,it
efb41c50f02dbf31ea29e73fc0898e2f98044885,1,1,-0.0,1.0,1,0,0,0,1,hi
d28c59d67af2b766a0d71cf05215972d6458aba9,8,8,1.561278124459133,0.375,2,3,3,0,1,fr
c4b3ff055aa1efd7aacd1d75e9ad5d9abfac989d,17,17,0.3227569588973982,0.9411764705882353,1,0,0,16,1,fr
fd5af08a37a20abdab2bf2f0ca5f2cb1c3083604,1,1,-0.0,1.0,0,0,0,1,1,en
4b34d28148eb779c570ba006194a1b135170e29a,1,1,-0.0,1.0,1,0,0,0,1,en
b158a73703e5ab5713ae938d902c328842ab535b,32,32,1.5374034414266398,0.625,4,3,5,20,1,en
fcc37cda787ab0f90ba52be86f824261949f8908,13,13,1.8262452584026092,0.38461538461538464,1,3,4,5,1,it
28906be10449ddcef9c04fd0ef496cdf326f91cb,1,1,-0.0,1.0,0,0,0,1,1,it
2e91ed84d30c2b909f153c540c835722416de0ba,15,15,1.2419460322060458,0.6666666666666666,0,2,10,3,1,hi
6cf7d2075d4dc273cdf903627ad63203d750a892,18,18,1.3355055565170972,0.6666666666666666,1,4,1,12,1,it
a67e5e626ce7ca403467cc3012b170e4479b6685,1,1,-0.0,1.0,1,0,0,0,1,en
1728b4598c4d7260b37189baffd118ccc171d2c5,1,1,-0.0,1.0,1,0,0,0,1,pt
ae067e43419c3003f55f44afa66c70c63ec059cb,1,1,-0.0,1.0,0,0,1,0,1,hi
a9e96380291edca14d89be691e94cca99623fe1f,1,1,-0.0,1.0,0,1,0,0,1,fr
b181df7b3a752457b192828e15141dbe58e8a930,15,15,1.8322628970242685,0.4,5,2,6,2,1,it
c0decd0b4651677d87bb3e3fcc35b70131a92ac0,17,17,1.37928048729106,0.5294117647058824,6,0,2,9,1,it
9cacde3c5d1cba3812f1c6049e082062d66a7a78,15,15,1.9086126988727123,0.3333333333333333,2,3,5,5,1,hi
980f43a37bd02f5921485ce7fc9dfc875c54e44d,33,33,1.6952350327620875,0.42424242424242425,14,8,1,10,1,en
20cd9fbcbf043f78fb0e5882a35dec33590df986,15,15,1.6402239289418519,0.5333333333333333,8,1,2,4,1,pt
31c181c8bcceca2385fbbb2706cac65a3bf2523c,28,28,1.525655941726459,0.5357142857142857,9,3,1,15,1,en
750fe6c0926bd437a05bc6c4ac1076cbcc1f5de2,1,1,-0.0,1.0,1,0,0,0,1,it
8c744c67eabb749030bd9fd1fb9ca8c65d5d613c,19,19,1.6382533594712747,0.5263157894736842,3,1,5,10,1,fr
63a396769ff7c536d2705e3504f1325c6c31d156,1,1,-0.0,1.0,0,1,0,0,1,fr
c859b81fbcc3debdf85fd006fa53156304c5022f,1,1,-0.0,1.0,1,0,0,0,1,en
b637670db916bc1c9798350b88aaa30e9eee886e,15,15,0.6998428398862386,0.8666666666666667,0,1,1,13,1,hi
51e178b7faaccb30ed4d93cab289351c5b45962c,1,1,-0.0,1.0,0,0,1,0,1,pt
f31ac2ee58f16ba4b0a53e6078e9ad4e41f65f56,35,35,1.9797242377337003,0.3142857142857143,11,9,8,7,1,en
6cc3f225b16859b504f4579c3aef63756282b0ab,1,1,-0.0,1.0,0,0,1,0,1,en
be5a9be1f10e1762f419247f16c23962aaa98dbd,1,1,-0.0,1.0,0,1,0,0,1,it
cfbe9490ffc316bdc8ebd38dcc175efab7aea91c,1,1,-0.0,1.0,0,0,0,1,1,en
c901a7e179f850723c2628e437fbc3fa606a09f7,15,15,1.781937063546704,0.4,3,5,1,6,1,it
026fd0ace4a9c186f875cb20c8ae9f03a8f4102c,1,1,-0.0,1.0,0,0,0,1,1,en
f383a35771d35d3b2a1e37996145090a97b43271,16,16,1.5016144718101818,0.625,1,2,3,10,1,fr
220f1dad9e389f1d6079aabcd146745901143589,26,26,1.9580178370331516,0.3076923076923077,7,8,7,4,1,en
fcd4ea67bedf5d598d3e799a578eef8550ec5e7c,29,29,1.7892320827244352,0.41379310344827586,3,10,4,12,1,en
94696730fa8c31c8e070c43f2c1e5dc0fc90e333,1,1,-0.0,1.0,1,0,0,0,1,en
ddd6aa9001871349455240ca096df8692ca0c0d0,29,29,1.2080393967554763,0.7241379310344828,5,1,2,21,1,en
f70150c73a32e07e2934f8d70b286e50b766e534,14,14,1.2958363892911637,0.5,1,0,7,6,1,hi
95fb87e9edca5963ab69cf46935614cc2c7a2bbd,34,34,1.7976298324947915,0.38235294117647056,9,13,2,10,1,en
d09936d54d93e4e9fe60031c9136fb752585511a,1,1,-0.0,1.0,0,0,0,1,1,en
75ac013fe99ea20c75dc72d72f5c6f10b2a70abc,37,37,1.8332787643055015,0.3783783783783784,13,6,14,4,1,en
61726fdd371866e530b5bcce736d955237de6ac0,16,16,1.8496017527145814,0.4375,2,3,7,4,1,pt
e9472e93262b8452d5b6131dbfcdc104640e3a07,17,17,0.9780155566622413,0.7647058823529411,0,1,3,13,1,it
d1934b4047e4e5fa048f4aa7ed83b03fa264484e,19,19,1.3605273114437082,0.6842105263157895,1,3,2,13,1,it
15eefb55a4f87e2efec0ba330444dc17d74c237c,38,38,1.10987549146201,0.7631578947368421,29,3,1,5,1,en
bab92f1fb68b992194284c985edbf28492b5d930,17,17,1.8077635764171942,0.47058823529411764,3,4,2,8,1,pt
cf2c403240f6bc6b5ee43b82bfb3ad62ba6761d9,12,12,1.5510981710072647,0.5833333333333334,1,3,7,1,1,hi
01f5d58661511a949e8d272a5ad45bb3fc04ac4b,15,15,1.6402239289418519,0.5333333333333333,8,1,2,4,1,hi
b0c29756eeaf968991b524566a682788b9b3e901,34,34,1.2607717938967942,0.6470588235294118,8,22,4,0,1,en
0c717033fe0e59bba1695e17a17f7f747bc32411,13,13,1.419556298571613,0.5384615384615384,4,2,0,7,1,hi
42a66bfe2ba86ae3abf2965874707b7892a5863f,1,1,-0.0,1.0,1,0,0,0,1,it
69eea66da8b4a22730abf0c2de172686c9f26e96,1,1,-0.0,1.0,0,1,0,0,1,en
a2afb30b5ef5768ba35ba8cbf4376d222070f5d7,1,1,-0.0,1.0,0,0,1,0,1,hi
78359bde27f1dccf899dfc1d3b9aa14bef11c4b8,1,1,-0.0,1.0,1,0,0,0,1,fr
118dec8e86c014d60791943e1be7b6fe27d56676,27,27,1.191501106916491,0.48148148148148145,13,0,1,13,1,en
487cff75611ebb93bd270f0354547834300d85fa,1,1,-0.0,1.0,1,0,0,0,1,fr
527c7b7830ec7bd2b6141dab2b8b3fbefd59bf5a,33,33,1.7288791423493164,0.45454545454545453,11,4,3,15,1,en
a1866df021fab3f940c09cea91c44e8a045ef0fa,32,32,1.4575599575900715,0.65625,5,3,21,3,1,en
4fe64e4cf342a3a837f74b598b6c181b1176b995,1,1,-0.0,1.0,0,1,0,0,1,pt
3fff7e716ead502e55c706a688103d5111e4a678,13,13,1.760495029766198,0.38461538461538464,2,1,5,5,1,fr
3fcb47c9eb1666073042fcf5434070de64b411bd,18,18,1.275162982784857,0.7222222222222222,2,2,1,13,1,pt
b328db6916bd2e937722e1a9ad67abeffcf3cc2f,1,1,-0.0,1.0,1,0,0,0,1,pt
59c88c430d97ddeaf4e1a1c0dbb591f10f83302d,14,14,1.9852281360342514,0.2857142857142857,4,4,3,3,1,it
1ac8942bde7f6cf61e929528efe4a7f7c61ed3d1,1,1,-0.0,1.0,0,0,1,0,1,pt
2104065eea6d1c4a980e8b90e892a38c8567876c,33,33,1.2496392378801418,0.6666666666666666,0,6,5,22,1,en
d27d26b2b1b10854d8d3eccef65b3b703c50a746,17,17,1.4958242288403436,0.4117647058823529,7,3,0,7,1,fr
50623fd1caf668dd428cdd9e2bff8f6927b43489,14,14,1.7273966735744792,0.42857142857142855,5,2,1,6,1,it
fb28ad96f6fafdf4cf5932e541e54205d14b33f4,1,1,-0.0,1.0,0,0,0,1,1,en
82b8f88dd17d39bf7699ea43e512b202f1ba1ff7,1,1,-0.0,1.0,1,0,0,0,1,it
416ce6b54014e596d367882edc7461d69320a761,1,1,-0.0,1.0,0,0,0,1,1,hi
5c2b22950fef87acecb51d72284ef1e7c30106a2,1,1,-0.0,1.0,0,0,0,1,1,it
c3da4159b3ae5728a41cf2a6618368f14f5bd822,14,14,0.7345299214394703,0.8571428571428571,1,1,0,12,1,it
1b367d887cd0ad113955ed5cae52cf80d2d7b9b5,1,1,-0.0,1.0,0,0,0,1,1,pt
c45ca56d3aa54e4737adc53c3d2530fcd728cbf5,1,1,-0.0,1.0,1,0,0,0,1,it
73b77432c6119f1e0ae97e7b07caae380eb50016,18,18,1.8163401138534077,0.4444444444444444,8,2,3,5,1,pt
fb44329139e25c5004fa826018b99e7fd20eb384,1,1,-0.0,1.0,1,0,0,0,1,hi
69cc47faf92531c504af8144d67eba158b2d4bec,18,18,0.8030717273241024,0.8333333333333334,1,0,2,15,1,pt
f7f34666246e7472b36b4cd79c807c78b47580d4,1,1,-0.0,1.0,0,1,0,0,1,it
c283b53f0e65d56e257239a5488b5b5dcb809103,1,1,-0.0,1.0,1,0,0,0,1,en
0fa3c46bd31a0896d2acf0cc89b2083036dc0413,1,1,-0.0,1.0,1,0,0,0,1,en
c830de18fb9afeaca4989972d2eca68f13aa28f6,1,1,-0.0,1.0,1,0,0,0,1,en
cd33bb46b0ca5413c7299a4b712b80d78f6f2f0c,16,16,1.8050365325772657,0.375,5,6,1,4,1,fr
11f7894b715d7f2ed83a91c2de2751cd950a01d6,1,1,-0.0,1.0,1,0,0,0,1,fr
a537f63770f7cfaa5faa91741115b9aa9102d793,13,13,1.352030101757953,0.6923076923076923,1,2,1,9,1,it
aac61d48bf06df836de68c5195bc3e612c2b75a1,1,1,-0.0,1.0,0,0,0,1,1,pt
e0235882be955ab8fddcdf7751b758dfc716b8ad,17,17,0.6402064333604701,0.8823529411764706,1,0,1,15,1,hi
447f48f59d3de559f599e98f449363bd1afbdfc0,1,1,-0.0,1.0,0,0,0,1,1,en
6b537c9177abde85f04144d749f2197de674cadb,1,1,-0.0,1.0,0,0,0,1,1,pt
5a7d00455590d35549d5e87507084e06c427d18b,14,14,1.0892300788425848,0.7857142857142857,1,1,1,11,1,it
1a83ae06d7c4a266531efa3eb0fbb7f582afbe6e,17,17,1.7322216637616483,0.5294117647058824,3,3,2,9,1,pt
66a1103b4aec5d869d95ea4814aa1e7de5628ca5,1,1,-0.0,1.0,0,1,0,0,1,pt
3a81b3d3b255eaf203d55b86ad1157da5070fab8,15,15,1.781937063546704,0.4,6,5,3,1,1,it
b36f5a27412cf08f6d38163ed0b3f64942af9235,1,1,-0.0,1.0,0,0,0,1,1,fr
13cb990a7771ab3d3ed941597e3f4ac38ff484bd,16,16,1.5435644431995963,0.4375,1,1,7,7,1,it
e77789f74e158b5dc8bea255a3a84d38edd8c045,10,10,1.7609640474436812,0.5,5,1,2,2,1,pt
137c2dd5627311ed26d7836a4770529f0edcb1a7,1,1,-0.0,1.0,0,0,1,0,1,en
dd31f93f232e417a3f820ec02da0346587ce2ebb,15,15,0.9967916319816366,0.5333333333333333,8,7,0,0,1,pt
aa3ea27429cb4f273369ee48c1928d35f17a7236,33,33,1.7291512326266534,0.5151515151515151,6,7,3,17,1,en
c48b75aa86c203c570ca88ac1139fe29382bc52d,28,28,1.746307034008563,0.5,14,4,3,7,1,en
bc338118da86dd76ded825d5a6b3e31a0168b356,11,11,1.0957952550009336,0.7272727272727273,2,1,0,8,1,hi
eb27213106f03d155ceb118ac59c3d583dedc6af,1,1,-0.0,1.0,1,0,0,0,1,en
4665f234edd5ea50640e823bf3c3795cd25a4de5,24,24,1.864786979256811,0.375,4,9,3,8,1,en
a9dfd83af47b42a84581baee7de576b6ee17216d,17,17,1.6589797521242053,0.5294117647058824,4,3,1,9,1,pt
b0657a5ed9eb82bacec1528415b85a5d9d968d95,1,1,-0.0,1.0,0,0,0,1,1,it
14ff7e9c33d86b264995e85e5cae90310f430f1d,1,1,-0.0,1.0,1,0,0,0,1,hi
65d5b82db97d4ee3fa516621aa6fd03612ca5714,1,1,-0.0,1.0,0,0,0,1,1,fr
bfe46ac6f4a34531fac10160e14cf68e0bd09094,1,1,-0.0,1.0,1,0,0,0,1,en
ef3e19b4a89ab6a545fcfbabac8baaa52c1107f0,15,15,1.103307408607834,0.7333333333333333,11,2,0,2,1,hi
7f6608f1d35ce277df32a0c2a0cc0d2bbb457490,17,17,1.1595547523787308,0.7058823529411765,3,2,0,12,1,fr
97363926435d462dbc1ec95676c5d010253d4e32,34,34,1.5387244077462792,0.4411764705882353,15,0,11,8,1,en
7e52adafd8baebea27fe7aad4ed79f5acee1b7d4,11,11,1.4911148500551858,0.6363636363636364,2,1,1,7,1,it
28c5ed6a2cdb30ee9ab93f232d11ee0862e2e553,17,17,1.851226815897192,0.4117647058823529,7,3,2,5,1,pt
69a76733cbd868c96be17b66058fd10355e2a840,1,1,-0.0,1.0,0,0,1,0,1,pt
ff21861a6358be071e811b3ca649624fe42cdd45,17,17,1.0863128407412879,0.7058823529411765,0,1,4,12,1,pt
ff08b9199071b7fc806d506f327db34fcc1ab16b,29,29,1.0735519991730582,0.7241379310344828,6,2,0,21,1,en
f42e7ac67add31ba3b46d046f8b701f1ba12eec1,15,15,1.640223928941852,0.5333333333333333,8,1,4,2,1,hi
e1ec8e7f2725ff8785e9516252dfe31a499db2c3,13,13,1.5766212201074912,0.38461538461538464,4,4,5,0,1,pt
57fb4b2477b4a0c90c310242235132862aaa7b8e,32,32,1.7386085007312413,0.5,5,3,8,16,1,en
036d38649ee88ce8f4c286c296ad55cb77d0ebd0,18,18,1.974937501201927,0.3333333333333333,4,4,4,6,1,fr
13983630c557b8b1f15905f816df1bdfefcb6d19,1,1,-0.0,1.0,1,0,0,0,1,en
0fd7a35d251d1e806add9feae6fea515956fd71d,17,17,1.2532975784630431,0.5294117647058824,7,0,1,9,1,it
6d9bca4a671bc2fc42583b971d7f46fea4b5ae4e,33,33,0.9286040240219321,0.7878787878787878,5,0,2,26,1,en
a11d91e2cbdfded41af4899e52cfa8545befba67,31,31,1.9352293736467967,0.2903225806451613,9,4,9,9,1,en
90b868bd00f9ec02b5c3ca3107ff5fb2f24eb8f8,33,33,1.4916684294066676,0.5757575757575758,19,4,9,1,1,en
27f44680b8a28574982a2c54ed0cbc707a60e661,10,10,1.8464393446710154,0.4,4,3,1,2,1,it
ef455ff4391b7158eaa61b4f12deac82517671a4,1,1,-0.0,1.0,1,0,0,0,1,hi
f8b25bd6675e06d6b0ca4a3c154168e05d94e50d,1,1,-0.0,1.0,1,0,0,0,1,fr
125e0667389eb6de47f3756681187f15364ce4b8,13,13,0.7732283485249176,0.8461538461538461,1,1,0,11,1,fr
1157180da9100e9ad2a8f5feceb0dd69bb8659ad,28,28,1.525655941726459,0.5357142857142857,15,3,1,9,1,en
ba6b44941d85a318834e5035e3a299cc9b6713ce,10,10,1.3567796494470397,0.7,1,1,1,7,1,fr
c8c8e1c21d0863206aebb2d36cd17d424abe71b5,1,1,-0.0,1.0,0,0,0,1,1,en
15beb38a23b3d0623b7d451f0a3d581cc1def898,19,19,0.9132829641650988,0.7894736842105263,0,1,3,15,1,it
0e1418446a06e377df3a8c5fd0c3ee918151fff4,1,1,-0.0,1.0,1,0,0,0,1,pt
1a709bf3f8f9e6d3573cf9707442777a0a807271,14,14,1.924174352300441,0.35714285714285715,4,5,2,3,1,it
5d17c5a2cb013dc1903f3dbac0d934d86a0b706f,30,30,1.5709505944546687,0.6,6,3,3,18,1,en
8962cc2464e7869ec37bd2529f9a81dd603c4504,1,1,-0.0,1.0,1,0,0,0,1,hi
b4b7ebd12d3af0051256e5fcba38e2196fc245cf,1,1,-0.0,1.0,1,0,0,0,1,en
a79732ed2957ee8b773c8e701e5aacd04e164bc9,13,13,1.669180336866731,0.5384615384615384,7,3,2,1,1,pt
c1bb949f29bae5c91e5939c928440835c283883e,36,36,1.7295739585136223,0.5,9,3,6,18,1,en
0169cb04db1be51d6113d6c678df760aa4b44f15,31,31,1.4074757651586758,0.6451612903225806,4,1,6,20,1,en
1ddc497cf5b1edfb0a9fe22e2dbc3d4af21d9fad,25,25,1.4936606896881859,0.64,16,4,2,3,1,en
67e6727816f9ac40cb5511f9c22e41489efa562c,17,17,1.1400677626718572,0.7647058823529411,1,1,2,13,1,fr
cdbc9f7983a7ba5f2f81b78f5fab27be518ce7cc,1,1,-0.0,1.0,0,0,0,1,1,hi
e0ea9010a9d4a215a9d5b3d6dd6d407599aff9ac,1,1,-0.0,1.0,1,0,0,0,1,pt
17154280a33188b395d2db2a906037c275f98f1c,1,1,-0.0,1.0,1,0,0,0,1,en
f3a8e4a178e8244bed009b36c2e0e0c775ccfeee,1,1,-0.0,1.0,0,1,0,0,1,hi
ada1fb7da8e30ee91a145ae5e189066a6877dca5,18,18,1.4466166676282082,0.6666666666666666,2,2,2,12,1,fr
59f16b7b9215b7a6dc44ea027a0f6305c919cf51,1,1,-0.0,1.0,0,0,1,0,1,fr
44a93b5c5d5ca9d7a1e71264750af36ced87906a,1,1,-0.0,1.0,1,0,0,0,1,en
faf5c62acca371e378ff3cf19dddf5d781b01c2a,35,35,1.7200455160177657,0.5142857142857142,18,6,3,8,1,en
ae0b7c1f979d28c32f44b155c9ac96c92e90ffd7,1,1,-0.0,1.0,0,0,0,1,1,hi
c09ed196cd0671d8f3931be86343412b946a8f39,8,8,1.2987949406953985,0.625,5,2,1,0,1,it
c424f9b14d9954f30a3ea36f99b739d1d3f23dae,1,1,-0.0,1.0,1,0,0,0,1,it
2f686a372b0c620211277147ff5cde418ad43a79,1,1,-0.0,1.0,0,1,0,0,1,it
6ff471f62b1a946bb6ef5359905dd58d9877ec5f,13,13,1.2389012566026307,0.6153846153846154,4,0,1,8,1,hi
dbbb538ba0a8a99f121ea0aad16b2474cf63684a,1,1,-0.0,1.0,0,1,0,0,1,hi
9f24960dc9d6f2003ff37f07b8a7e00f257b6b75,1,1,-0.0,1.0,1,0,0,0,1,fr
8b3ddf5663b3bb66e85e882bc188818bc4a810df,1,1,-0.0,1.0,1,0,0,0,1,en
bcd8f957697d4e243345a7dcbcd6e1582b4579e2,1,1,-0.0,1.0,1,0,0,0,1,fr
ef538cee41e1e134eaa0a0156d1f32b8975c72ec,17,17,1.6457113704075788,0.47058823529411764,8,1,2,6,1,it
e63ac4cd71086b4121b829dc8dd848a27cbeb949,1,1,-0.0,1.0,0,0,1,0,1,it
13af880c1237eb13d1df9eee50269d0932104b85,16,16,1.9056390622295665,0.375,4,2,4,6,1,hi
6f8556c7694c8e9ee1b7971d1a0d6c688ac74d51,10,10,1.5709505944546687,0.6,6,2,1,1,1,it
90cca3a28825b1a771a56396acc7a712cdcaacaa,28,28,1.2244883781338562,0.6785714285714286,4,0,5,19,1,en
22c9eb03d40343447c10b917a1aca2bffac5c309,1,1,-0.0,1.0,1,0,0,0,1,en
053b6308242840487d56ac26941ed8779f57ef90,14,14,1.2958363892911637,0.5,6,1,0,7,1,pt
0c6e779014ccbdf705f5a8f2f3dd4f4765d2a9c9,15,15,1.781937063546704,0.4,5,3,6,1,1,it
568f3afc0be77283b8979b8ba65a6ff026dfda94,11,11,1.6858157091530304,0.5454545454545454,2,2,1,6,1,hi
a6870e60f533a6ee85ef8f5b234c6092841ffbdf,1,1,-0.0,1.0,1,0,0,0,1,hi
3d00c6dba0e52aa7304490f15750a2e3fa54589d,1,1,-0.0,1.0,0,1,0,0,1,fr
c28362b07a51829534dafbd7796a842c99a96f17,30,30,1.725492782401049,0.4666666666666667,14,9,5,2,1,en
b114470b75d81fe689b1cc073881417b618cdee8,1,1,-0.0,1.0,0,0,1,0,1,hi
c4e31e1e34cf0658db7e63439d323a33b0f7f4a9,14,14,0.7345299214394703,0.8571428571428571,0,1,1,12,1,it
0d615fc412e6e119d0630b8d6ef8f8e170f29732,18,18,1.5694452621548822,0.6111111111111112,3,2,2,11,1,pt
0328ddaf3f099329681aaba8ebdc48ea913285d6,1,1,-0.0,1.0,1,0,0,0,1,it
ffc0e0e7539e9b13ffa513f166cea2210d086dca,19,19,1.402993418443045,0.5789473684210527,4,4,0,11,1,pt
34cf684674f5f7396dcf2797e2ed850aa74b2799,14,14,1.4315602842833157,0.5,2,5,7,0,1,pt
e7b9abd9a73774b6005f64105912b4ed3994ac79,2,2,-0.0,1.0,0,0,0,2,1,hi
62374b5644538c7927a74ae02938378dc6a3813b,13,13,1.4885252948977485,0.6153846153846154,1,3,1,8,1,it
e40a8b8b1a2b2181ec321a5bb5968c2aa426833a,1,1,-0.0,1.0,1,0,0,0,1,en
e69359a9a8bc2dd77b5f8edf4e920ee35c12f76d,15,15,1.5058231002082845,0.4666666666666667,7,5,3,0,1,hi
ce5e4979aa63faefaf1f8d1843dbad99a8a3be9a,31,31,1.6317239456906587,0.5483870967741935,8,3,3,17,1,en
620f693ce1b6ac7d73ad171ea163a0ba1fe7ab88,33,33,1.4762595471560018,0.6363636363636364,21,6,2,4,1,en
b63e27237432c8cb87b5f54f84c83012eafc102d,15,15,1.781937063546704,0.4,5,1,3,6,1,it
83943ce2a5d107b747d6bec42769ba8e0969262a,17,17,0.3227569588973982,0.9411764705882353,0,0,1,16,1,pt
8adb3bad962a6d3ba54ebb19aeb75a40c68a7c57,18,18,0.9444885341662053,0.7777777777777778,3,1,0,14,1,hi
91aef222968ad5a1122ec078b191a1ab4efab189,1,1,-0.0,1.0,1,0,0,0,1,en
59980f1a36072c06394409e74b21d3c51757cd87,1,1,-0.0,1.0,0,1,0,0,1,hi
d4fac157d5a2eb59a24bc6b6a9a4264bc6d933d4,1,1,-0.0,1.0,1,0,0,0,1,en
4e5f99e70e71a84fcd6489558a03741f919312d1,37,37,1.8015385596203546,0.32432432432432434,12,11,2,12,1,en
41262467924938c58364909ba66d503bd021f4f6,10,10,1.7609640474436812,0.5,2,5,2,1,1,pt
838d2eb94c0f4b425bff6163aeedcb1f2b113b2a,34,34,1.8498191710482426,0.38235294117647056,10,8,13,3,1,en
4a679eb89fa1cb792e12a7b27e201d68041ae54f,29,29,1.6864579450918102,0.5517241379310345,5,3,16,5,1,en
fd3142441434f2669ffb1195f3f763ec6199aee3,1,1,-0.0,1.0,1,0,0,0,1,en
2906f8f1faa1d5fa8f23e0c28a0bb67d6307cd29,18,18,0.6143694458867568,0.8888888888888888,1,0,1,16,1,pt
19db1d451db2191e4b2d0c6374f9e51f7af3441c,1,1,-0.0,1.0,0,1,0,0,1,en
6f8c634d21f58aa165b6620d513ac74fd7dcbc07,19,19,1.0214554656116666,0.7368421052631579,4,1,0,14,1,pt
d449672792e7eb0da4a7d8794387c0850f108874,11,11,0.6840384356390417,0.8181818181818182,9,2,0,0,1,hi
52b11529866e3f123b2ebb475a50b11b1a103059,15,15,1.0529815751302694,0.7333333333333333,3,0,1,11,1,it
e321ac01b3aeb67b1bd58212b586c68f6f1b1787,15,15,1.3709505944546687,0.6,3,3,0,9,1,pt
f5b5212956e6f71ee8535bbb17adbde798782572,17,17,1.6457113704075788,0.47058823529411764,2,6,1,8,1,pt
902d80300c96be2c1afe53dc2ef20b807cc31035,1,1,-0.0,1.0,1,0,0,0,1,pt
fe55137661e28e80c5ca93a1d73e4d05ff9b1bee,17,17,1.9015064025015058,0.4117647058823529,4,3,3,7,1,fr
f81379ba59e4daa3a4499359cdeb3b734803176e,15,15,1.7055872616982601,0.4,2,1,6,6,1,pt
75447a806d5f5ff295a115ecc301949dae0da642,1,1,-0.0,1.0,0,1,0,0,1,en
bded98ee3fb234476036793ae75a69e591a48d53,11,11,0.8658566174572235,0.8181818181818182,1,1,0,9,1,hi
dc034135dcbc19c0065bf357da0f52842c16950f,31,31,1.7740971872258724,0.3870967741935484,12,2,6,11,1,en
adf72b7864551426246b3077200ae523451fc73c,1,1,-0.0,1.0,0,0,0,1,1,hi
16e544aae8e54c20f06d8ccf9ef8f26604bd0b19,16,15,1.3663146570363986,0.5625,9,2,5,0,1,fr
619557ea143777229f9f094ef6ce61da52ad6c09,17,17,1.8512268158971916,0.4117647058823529,7,5,3,2,1,pt
43ab393572802aae2b7482262aba402c2b794a8a,14,14,1.5216406363433184,0.5714285714285714,1,4,1,8,1,pt
4a9a2fa63f1ea0084a34b47e332ee3d82c92e216,28,28,1.0270582666007906,0.75,21,5,0,2,1,en
cf4b34d015546cf85456c5ca32ca64715bee591a,1,1,-0.0,1.0,0,0,1,0,1,fr
